_PARTIES	Democrat	Republican	Total
JOHNSON__MO	7667	12763	21021
KNOX__MO	698	1205	1957
LACLEDE__MO	4093	10934	15362
LAFAYETTE__MO	5655	9803	15795
LAWRENCE__MO	4017	11421	15755
LEWIS__MO	1508	2677	4279
LINCOLN__MO	7734	14332	22652
LINN__MO	2041	3344	5550
LIVINGSTON__MO	1906	4006	6054
MCDONALD__MO	1920	5694	7817
MACON__MO	2309	4701	7160
MADISON__MO	1588	3227	4930
MARIES__MO	1299	3165	4538
MARION__MO	4031	7923	12158
MERCER__MO	353	1255	1655
MILLER__MO	2651	8099	11019
MISSISSIPPI__MO	1858	2997	4920
MONITEAU__MO	1608	4704	6443
MONROE__MO	1398	2564	4057
MONTGOMERY__MO	1740	3490	5327
MORGAN__MO	2773	5733	8688
NEW_MADRID__MO	2814	4284	7250
NEWTON__MO	6425	18181	25083
NODAWAY__MO	3172	5593	8976
OREGON__MO	1419	2886	4421
OSAGE__MO	1473	5329	6919
OZARK__MO	1261	3080	4453
PEMISCOT__MO	2671	3598	6335
PERRY__MO	2184	5669	7987
PETTIS__MO	5904	10842	17175
PHELPS__MO	5798	11895	18190
PIKE__MO	2582	4577	7321
PLATTE__MO	19175	25618	45552
POLK__MO	3580	9252	13119
PULASKI__MO	4199	9092	13571
PUTNAM__MO	587	1673	2309
RALLS__MO	1736	3231	5036
RANDOLPH__MO	3031	6667	9944
RAY__MO	4275	5815	10367
REYNOLDS__MO	1157	1931	3202
RIPLEY__MO	1396	3743	5263
ST__CHARLES__MO	71838	110784	185690
ST__CLAIR__MO	1460	3019	4626
SAINTE_GENEVIEVE__MO	3813	4055	8070
ST__FRANCOIS__MO	8829	13248	22582
ST__LOUIS_CO___MO	297097	224742	528676
SALINE__MO	3790	5104	9108
SCHUYLER__MO	697	1174	1939
SCOTLAND__MO	643	1246	1936
SCOTT__MO	5122	11623	16999
SHANNON__MO	1302	2262	3692
SHELBY__MO	966	2188	3232
STODDARD__MO	3153	9496	12866
STONE__MO	3923	11787	15984
SULLIVAN__MO	908	1610	2595
TANEY__MO	5479	15746	21659
TEXAS__MO	2871	7618	10764
VERNON__MO	2580	5758	8521
WARREN__MO	5219	9150	14676
WASHINGTON__MO	3417	5071	8695
WAYNE__MO	1813	3790	5720
WEBSTER__MO	4409	10708	15429
WORTH__MO	341	664	1048
WRIGHT__MO	1953	5830	7955
ST__LOUIS__MO	118780	22943	143607
BEAVERHEAD__MT	1371	3289	4812
BIG_HORN__MT	2882	1667	4626
BLAINE__MT	1616	1178	2859
BROADWATER__MT	764	2152	3011
CARBON__MT	2146	3533	5846
CARTER__MT	96	678	794
CASCADE__MT	15232	18345	34564
CHOUTEAU__MT	978	1758	2821
CUSTER__MT	1833	3373	5365
DANIELS__MT	237	740	1007
DAWSON__MT	1219	3029	4423
DEER_LODGE__MT	2860	1448	4460
FALLON__MT	237	1128	1405
FERGUS__MT	1640	4257	6071
FLATHEAD__MT	13892	28309	43476
GALLATIN__MT	21961	24358	47882
GARFIELD__MT	66	622	700
GLACIER__MT	2924	1415	4452
GOLDEN_VALLEY__MT	110	351	479
GRANITE__MT	533	1107	1705
HILL__MT	3403	3164	6820
JEFFERSON__MT	2272	4055	6520
JUDITH_BASIN__MT	337	854	1215
LAKE__MT	5805	7135	13304
LEWIS_AND_CLARK__MT	15620	16803	33318
LIBERTY__MT	257	702	988
LINCOLN__MT	2552	6057	8889
MCCONE__MT	223	745	993
MADISON__MT	1289	3130	4530
MEAGHER__MT	269	670	972
MINERAL__MT	700	1216	2017
MISSOULA__MT	32824	22652	57192
MUSSELSHELL__MT	492	1833	2407
PARK__MT	3783	4709	8768
PETROLEUM__MT	49	240	298
PHILLIPS__MT	471	1688	2228
PONDERA__MT	975	1673	2719
POWDER_RIVER__MT	170	833	1027
POWELL__MT	888	1806	2776
PRAIRIE__MT	167	520	703
RAVALLI__MT	7285	14307	22206
RICHLAND__MT	1002	3510	4645
ROOSEVELT__MT	2086	1514	3672
ROSEBUD__MT	1422	2004	3523
SANDERS__MT	1720	3980	5901
SHERIDAN__MT	665	1207	1928
SILVER_BOW__MT	10857	5430	16756
STILLWATER__MT	1248	3337	4702
SWEET_GRASS__MT	475	1594	2117
TETON__MT	1082	2113	3281
TOOLE__MT	582	1440	2102
TREASURE__MT	114	319	455
VALLEY__MT	1385	2337	3859
WHEATLAND__MT	272	693	992
WIBAUX__MT	98	421	544
YELLOWSTONE__MT	26403	40500	68807
ADAMS__NE	4062	8316	12670
ANTELOPE__NE	571	2596	3232
ARTHUR__NE	30	227	262
BANNER__NE	55	346	411
BLAINE__NE	29	268	303
BOONE__NE	615	2138	2806
BOX_BUTTE__NE	1692	2869	4705
BOYD__NE	188	873	1071
BROWN__NE	224	1302	1555
BUFFALO__NE	5365	13570	19453
BURT__NE	1291	2029	3375
BUTLER__NE	1045	2738	3859
CASS__NE	4367	7556	12180
CEDAR__NE	958	3278	4334
CHASE__NE	254	1584	1867
CHERRY__NE	436	2557	3064
CHEYENNE__NE	1084	3449	4649
CLAY__NE	667	2232	2947
COLFAX__NE	969	2051	3069
CUMING__NE	1031	2876	3976
CUSTER__NE	1083	4296	5498
DAKOTA__NE	2922	3094	6136
DAWES__NE	1132	2478	3728
DAWSON__NE	2199	5460	7859
DEUEL__NE	215	763	1017
DIXON__NE	870	1745	2686
DODGE__NE	5673	8995	14950
DOUGLAS__NE	106456	113220	223927
DUNDY__NE	176	792	985
FILLMORE__NE	807	2007	2879
FRANKLIN__NE	384	1112	1536
FRONTIER__NE	271	1007	1305
FURNAS__NE	423	1782	2240
GAGE__NE	3903	5513	9661
GARDEN__NE	242	829	1091
GARFIELD__NE	149	769	940
GOSPER__NE	230	734	978
GRANT__NE	30	322	363
GREELEY__NE	340	820	1185
HALL__NE	7161	12646	20229
HAMILTON__NE	1146	3600	4871
HARLAN__NE	354	1395	1778
HAYES__NE	51	476	539
HITCHCOCK__NE	274	1178	1495
HOLT__NE	882	3922	4939
HOOKER__NE	59	330	395
HOWARD__NE	914	1890	2870
JEFFERSON__NE	1195	2166	3446
JOHNSON__NE	790	1225	2063
KEARNEY__NE	773	2349	3180
KEITH__NE	928	3044	4058
KEYA_PAHA__NE	80	393	484
KIMBALL__NE	395	1235	1687
KNOX__NE	1059	2885	4036
LANCASTER__NE	62015	62434	127355
LINCOLN__NE	4450	10728	15655
LOGAN__NE	68	356	431
LOUP__NE	62	290	358
MCPHERSON__NE	41	237	291
MADISON__NE	3485	10062	13885
MERRICK__NE	925	2490	3489
MORRILL__NE	455	1681	2190
NANCE__NE	481	1106	1621
NEMAHA__NE	1128	2012	3214
NUCKOLLS__NE	568	1574	2191
OTOE__NE	2561	4258	6982
PAWNEE__NE	400	899	1341
PERKINS__NE	238	1135	1394
PHELPS__NE	880	3400	4380
PIERCE__NE	637	2707	3431
PLATTE__NE	3148	10061	13473
POLK__NE	528	1890	2457
RED_WILLOW__NE	952	3891	4936
RICHARDSON__NE	1191	2443	3739
ROCK__NE	103	672	789
SALINE__NE	2289	2557	4958
SARPY__NE	26671	43213	71490
SAUNDERS__NE	3307	6770	10312
SCOTTS_BLUFF__NE	4327	9648	14287
SEWARD__NE	2386	5003	7573
SHERIDAN__NE	390	2021	2472
SHERMAN__NE	552	927	1530
SIOUX__NE	101	624	739
STANTON__NE	614	1949	2644
THAYER__NE	728	1874	2659
THOMAS__NE	42	360	408
THURSTON__NE	1247	939	2215
VALLEY__NE	498	1657	2195
WASHINGTON__NE	3132	6899	10246
WAYNE__NE	1074	2493	3682
WEBSTER__NE	442	1258	1742
WHEELER__NE	93	345	448
YORK__NE	1373	4874	6355
CHURCHILL__NV	2961	7061	10265
CLARK__NV	389936	289053	691190
DOUGLAS__NV	9297	16276	26075
ELKO__NV	3511	12014	15986
ESMERALDA__NV	92	317	435
EUREKA__NV	107	663	808
HUMBOLDT__NV	1737	3810	5744
LANDER__NV	534	1580	2165
LINCOLN__NV	400	1691	2152
LYON__NV	7380	13520	21465
MINERAL__NV	863	1080	2035
NYE__NV	6320	10566	17522
PERSHING__NV	632	1167	1884
STOREY__NV	920	1321	2314
WASHOE__NV	95409	88453	187855
WHITE_PINE__NV	983	2601	3704
CARSON_CITY__NV	10291	12394	23319
BELKNAP__NH	15890	17571	33886
CARROLL__NH	13977	14207	28592
CHESHIRE__NH	25380	15156	41363
COOS__NH	9095	6342	15702
GRAFTON__NH	29826	18208	49005
HILLSBOROUGH__NH	102303	99991	205672
MERRIMACK__NH	44756	34524	80498
ROCKINGHAM__NH	80142	87921	170419
STRAFFORD__NH	36026	26729	63960
SULLIVAN__NH	12166	9269	21834
ATLANTIC__NJ	65600	46522	113179
BERGEN__NJ	212754	169070	385407
BURLINGTON__NJ	126377	87401	215936
CAMDEN__NJ	153682	69476	225428
CAPE_MAY__NJ	21657	25781	47931
CUMBERLAND__NJ	34055	20658	55292
ESSEX__NJ	236618	64406	303019
GLOUCESTER__NJ	74013	59456	135186
HUDSON__NJ	153108	42369	197504
HUNTERDON__NJ	26876	38687	66494
MERCER__NJ	104377	47355	153511
MIDDLESEX__NJ	190555	107310	301315
MONMOUTH__NJ	133145	147513	283978
MORRIS__NJ	100146	124947	227392
OCEAN__NJ	102300	146474	251275
PASSAIC__NJ	115926	64523	181988
SALEM__NJ	14719	14334	29501
SOMERSET__NJ	74592	66603	142922
SUSSEX__NJ	26104	40625	67933
UNION__NJ	139752	68314	209831
WARREN__NJ	18745	25744	45270
BERNALILLO__NM	150739	106408	270969
CATRON__NM	560	1494	2123
CHAVES__NM	6604	13088	20292
CIBOLA__NM	4961	2998	8243
COLFAX__NM	2828	2699	5764
CURRY__NM	4022	9251	13625
DE_BACA__NM	287	586	902
DONA_ANA__NM	37139	27322	66423
EDDY__NM	6142	12583	19269
GRANT__NM	7090	5358	12902
GUADALUPE__NM	1488	557	2135
HARDING__NM	260	327	601
HIDALGO__NM	995	899	1935
LEA__NM	4080	12548	17015
LINCOLN__NM	2942	5961	9242
LOS_ALAMOS__NM	5191	4796	10654
LUNA__NM	3583	3670	7500
MCKINLEY__NM	15841	5546	21929
MORA__NM	1955	595	2611
OTERO__NM	6829	12451	20012
QUAY__NM	1383	2202	3707
RIO_ARRIBA__NM	11465	3397	15343
ROOSEVELT__NM	1727	4043	5969
SANDOVAL__NM	27236	24387	54079
SAN_JUAN__NM	15855	28849	46237
SAN_MIGUEL__NM	8850	2303	11509
SANTA_FE__NM	50872	15500	69245
SIERRA__NM	1964	2928	5102
SOCORRO__NM	4058	2722	7193
TAOS__NM	11978	2730	15339
TORRANCE__NM	2428	3529	6402
UNION__NM	472	1236	1759
VALENCIA__NM	13511	12825	27728
KANSAS__MO	105670	29509	136802
ALBANY__NY	83978	40210	135766
ALLEGANY__NY	5866	9377	16953
BRONX__NY	334600	26680	370894
BROOME__NY	39971	34708	81565
CATTARAUGUS__NY	12040	14655	29767
CAYUGA__NY	16105	11646	31169
CHAUTAUQUA__NY	22463	24266	52852
CHEMUNG__NY	16205	16138	35010
CHENANGO__NY	8642	8922	19314
CLINTON__NY	18072	9892	30656
COLUMBIA__NY	15241	10600	29129
CORTLAND__NY	9965	7859	19624
DELAWARE__NY	7881	9086	18638
DUTCHESS__NY	62063	48264	123705
ERIE__NY	227325	149683	414195
ESSEX__NY	9368	6076	16717
FRANKLIN__NY	9532	5231	15934
FULTON__NY	8331	9830	19799
GENESEE__NY	9092	12814	24746
GREENE__NY	8384	9737	20472
HAMILTON__NY	1092	1771	3122
HERKIMER__NY	10826	12166	25040
JEFFERSON__NY	16231	16435	35708
KINGS__NY	580225	112957	730534
LEWIS__NY	4530	5129	10522
LIVINGSTON__NY	11100	12641	26770
MADISON__NY	13231	12011	28094
MONROE__NY	185916	114434	333813
MONTGOMERY__NY	8106	8046	18186
NASSAU__NY	294661	237862	568151
NEW_YORK__NY	486172	84810	597227
NIAGARA__NY	41837	38158	89013
ONEIDA__NY	39031	40532	86700
ONONDAGA__NY	117470	69357	204717
ONTARIO__NY	22065	20919	47853
ORANGE__NY	70742	58003	140628
ORLEANS__NY	5505	7585	14706
OSWEGO__NY	22178	17610	44591
OTSEGO__NY	11530	10451	24139
PUTNAM__NY	18539	20925	44345
QUEENS__NY	461391	108864	595073
RENSSELAER__NY	35373	24903	67990
RICHMOND__NY	75557	66916	154169
ROCKLAND__NY	63908	51976	124442
ST__LAWRENCE__NY	20488	13543	37191
SARATOGA__NY	50998	44915	105510
SCHENECTADY__NY	35330	22952	64933
SCHOHARIE__NY	5119	6497	13207
SCHUYLER__NY	3444	3798	8146
SENECA__NY	6715	5244	13266
STEUBEN__NY	15015	20163	38531
SUFFOLK__NY	287519	243258	586258
SULLIVAN__NY	14612	11347	28415
TIOGA__NY	8544	11160	21601
TOMPKINS__NY	24872	10191	39670
ULSTER__NY	43837	25572	78315
WARREN__NY	14276	12925	29578
WASHINGTON__NY	10993	9793	23095
WAYNE__NY	15732	17248	37547
WESTCHESTER__NY	234778	131139	388447
WYOMING__NY	5357	9248	16335
YATES__NY	4259	4269	9442
ALAMANCE__NC	28875	38170	67776
ALEXANDER__NC	4611	12253	17196
ALLEGHANY__NC	1583	3390	5067
ANSON__NC	7019	4166	11256
ASHE__NC	4116	8242	12610
AVERY__NC	1882	5766	7759
BEAUFORT__NC	9435	13977	23620
BERTIE__NC	6695	3387	10123
BLADEN__NC	8062	7748	15957
BRUNSWICK__NC	22038	34743	57362
BUNCOMBE__NC	70625	54701	127696
BURKE__NC	13701	22267	36544
CABARRUS__NC	32849	49557	83566
CALDWELL__NC	10898	23229	34732
CAMDEN__NC	1508	3109	4704
CARTERET__NC	10301	24775	35517
CASWELL__NC	5348	5594	11039
CATAWBA__NC	24069	44538	69601
CHATHAM__NC	18361	16665	35434
CHEROKEE__NC	3378	9278	12867
CHOWAN__NC	3556	3891	7505
CLAY__NC	1579	3973	5642
CLEVELAND__NC	17062	25793	43340
COLUMBUS__NC	11050	12941	24243
CRAVEN__NC	18763	26928	46170
CUMBERLAND__NC	75792	50666	127641
CURRITUCK__NC	3562	7496	11304
DARE__NC	7393	10248	17974
DAVIDSON__NC	20624	49383	70935
DAVIE__NC	5735	14687	20670
DUPLIN__NC	9033	11416	20592
DURHAM__NC	111224	33769	146735
EDGECOMBE__NC	18310	8546	26972
FORSYTH__NC	92323	79768	174069
FRANKLIN__NC	13436	14603	28389
GASTON__NC	33171	56138	90483
GATES__NC	2786	2564	5396
GRAHAM__NC	1119	2750	3947
GRANVILLE__NC	13598	12405	26275
GREENE__NC	3778	4411	8236
GUILFORD__NC	146365	104789	253852
HALIFAX__NC	17176	8763	26079
HARNETT__NC	17331	25565	43415
HAYWOOD__NC	11833	15633	27974
HENDERSON__NC	18642	32994	52392
HERTFORD__NC	7843	3007	10918
HOKE__NC	10076	6819	17089
HYDE__NC	1163	1193	2383
IREDELL__NC	26076	49299	76365
JACKSON__NC	8095	8254	16701
JOHNSTON__NC	27290	48427	76691
JONES__NC	2352	2837	5230
LEE__NC	10801	13158	24239
LENOIR__NC	13948	13980	28086
LINCOLN__NC	11024	25267	36775
MCDOWELL__NC	6031	11775	18099
MACON__NC	5712	10835	16861
MADISON__NC	4484	5404	10113
MARTIN__NC	6583	5995	12652
MECKLENBURG__NC	272262	171668	448900
MITCHELL__NC	1838	5806	7765
MONTGOMERY__NC	4706	6404	11231
MOORE__NC	16505	29495	46415
NASH__NC	24313	23842	48492
NEW_HANOVER__NC	48668	53385	103628
NORTHAMPTON__NC	7232	3483	10756
ONSLOW__NC	18490	32243	51435
ORANGE__NC	53901	21539	76757
PAMLICO__NC	2647	4051	6762
PASQUOTANK__NC	10282	7633	18107
PENDER__NC	9632	14617	24527
PERQUIMANS__NC	2759	3822	6652
PERSON__NC	8418	10496	19106
PITT__NC	41843	36214	78856
POLK__NC	4013	6236	10389
RANDOLPH__NC	14773	45160	60715
RICHMOND__NC	9904	9332	19417
ROBESON__NC	24988	17510	42946
ROCKINGHAM__NC	16351	25227	42020
ROWAN__NC	22650	38775	62312
RUTHERFORD__NC	9374	18954	28702
SAMPSON__NC	11566	14422	26174
SCOTLAND__NC	8215	5831	14156
STANLY__NC	8431	19904	28717
STOKES__NC	6018	15237	21619
SURRY__NC	9112	19923	29470
SWAIN__NC	2618	2976	5728
TRANSYLVANIA__NC	6826	9634	16763
TYRRELL__NC	837	930	1783
UNION__NC	32473	61107	94728
VANCE__NC	13323	7429	20854
WAKE__NC	267262	211596	486427
WARREN__NC	6978	3140	10162
WASHINGTON__NC	3833	2622	6499
WATAUGA__NC	13002	13861	27674
WAYNE__NC	23314	27641	51352
WILKES__NC	8148	20515	29145
WILSON__NC	20875	17954	39109
YADKIN__NC	3957	12578	16813
YANCEY__NC	3981	5278	9451
ADAMS__ND	328	918	1286
BARNES__ND	2394	2964	5522
BENSON__ND	1235	868	2157
BILLINGS__ND	89	472	578
BOTTINEAU__ND	1183	2280	3555
BOWMAN__ND	414	1280	1737
BURKE__ND	230	769	1023
BURLEIGH__ND	14122	27951	43387
CASS__ND	34712	36855	73855
CAVALIER__ND	818	1195	2069
DICKEY__ND	853	1610	2535
DIVIDE__ND	385	733	1162
DUNN__ND	508	1506	2034
EDDY__ND	486	634	1157
EMMONS__ND	383	1435	1884
FOSTER__ND	607	1030	1682
GOLDEN_VALLEY__ND	162	742	928
GRAND_FORKS__ND	14032	15060	30029
GRANT__ND	334	1025	1413
GRIGGS__ND	536	771	1343
HETTINGER__ND	313	1000	1362
KIDDER__ND	393	870	1328
LAMOURE__ND	740	1377	2194
LOGAN__ND	232	810	1073
MCHENRY__ND	943	1678	2712
MCINTOSH__ND	459	1035	1530
MCKENZIE__ND	927	2458	3451
MCLEAN__ND	1670	3141	4938
MERCER__ND	1166	3152	4455
MORTON__ND	4469	8680	13613
MOUNTRAIL__ND	1403	1962	3457
NELSON__ND	767	865	1678
OLIVER__ND	281	693	1013
PEMBINA__ND	1253	1899	3255
PIERCE__ND	660	1465	2178
RAMSEY__ND	2164	2665	4999
RANSOM__ND	1343	1009	2425
RENVILLE__ND	398	851	1278
RICHLAND__ND	3198	4229	7613
ROLETTE__ND	3353	1092	4552
SARGENT__ND	1075	879	2007
SHERIDAN__ND	163	642	822
SIOUX__ND	900	225	1144
SLOPE__ND	83	341	437
STARK__ND	2812	8521	11633
STEELE__ND	518	498	1042
STUTSMAN__ND	3585	5685	9558
TOWNER__ND	516	623	1182
TRAILL__ND	1811	1996	3921
WALSH__ND	2124	2813	5096
WARD__ND	8441	16230	25463
WELLS__ND	673	1654	2379
WILLIAMS__ND	2322	7184	9808
ADAMS__OH	3976	6865	11089
ALLEN__OH	17913	29502	48235
ASHLAND__OH	8281	15519	24330
ASHTABULA__OH	23803	18298	43064
ATHENS__OH	18307	8543	27638
AUGLAIZE__OH	5831	17169	23405
BELMONT__OH	14156	16758	31564
BROWN__OH	7107	11916	19392
BUTLER__OH	62388	105176	170191
CARROLL__OH	5543	7315	13262
CHAMPAIGN__OH	7044	11045	18421
CLARK__OH	31298	31816	64144
CLERMONT__OH	30458	64208	96273
CLINTON__OH	5791	12009	18144
COLUMBIANA__OH	19821	25251	46051
COSHOCTON__OH	6940	8390	15739
CRAWFORD__OH	7507	11852	19803
CUYAHOGA__OH	447232	190651	644281
DARKE__OH	6826	18108	25401
DEFIANCE__OH	7732	10176	18288
DELAWARE__OH	37292	60194	98761
ERIE__OH	21793	16952	39405
FAIRFIELD__OH	29890	41034	72068
FAYETTE__OH	4249	6620	11020
FRANKLIN__OH	346336	215987	570983
FULTON__OH	9073	11738	21268
GALLIA__OH	4557	7750	12595
GEAUGA__OH	19659	30589	50997
GREENE__OH	32256	49819	83490
GUERNSEY__OH	7450	8993	16814
HAMILTON__OH	219927	193326	418894
HANCOCK__OH	12564	22443	35694
HARDIN__OH	4619	7489	12449
HARRISON__OH	2950	4019	7141
HENRY__OH	5658	8257	14236
HIGHLAND__OH	6049	11410	17839
HOCKING__OH	6157	6285	12728
HOLMES__OH	2608	8702	11536
HURON__OH	11006	13060	24663
JACKSON__OH	5166	7904	13381
JEFFERSON__OH	15385	17034	33069
KNOX__OH	10470	17266	28388
LAKE__OH	57680	58744	118404
LAWRENCE__OH	10744	14651	25833
LICKING__OH	34201	45503	81390
LOGAN__OH	7062	13633	21137
LORAIN__OH	81464	59405	143253
LUCAS__OH	136616	69940	210218
MADISON__OH	6845	10342	17517
MAHONING__OH	77059	42641	121310
MARION__OH	12504	14265	27352
MEDINA__OH	38785	50418	90783
MEIGS__OH	4027	5895	10218
MERCER__OH	4745	16561	21661
MIAMI__OH	16383	34606	51936
MONROE__OH	3035	3548	6782
MONTGOMERY__OH	137139	124841	266278
MORGAN__OH	2814	3179	6129
MORROW__OH	5933	9865	16184
MUSKINGUM__OH	17001	19264	37085
NOBLE__OH	2131	3563	5872
OTTAWA__OH	11503	10538	22456
PAULDING__OH	3538	5354	9128
PERRY__OH	7033	7627	14984
PICKAWAY__OH	9684	14037	24123
PIKE__OH	5684	5685	11581
PORTAGE__OH	39453	35242	76239
PREBLE__OH	6211	13535	20169
PUTNAM__OH	4318	13721	18372
RICHLAND__OH	22687	33867	57715
ROSS__OH	14569	15008	30083
SANDUSKY__OH	14541	13755	28994
SCIOTO__OH	15077	15492	31161
SENECA__OH	11353	13243	25262
SHELBY__OH	6343	17142	23866
STARK__OH	89432	88581	181477
SUMMIT__OH	153037	111000	267711
TRUMBULL__OH	61672	38279	101719
TUSCARAWAS__OH	18407	22242	41613
UNION__OH	8805	16289	25567
VAN_WERT__OH	4029	9585	13866
VINTON__OH	2436	2856	5467
WARREN__OH	32909	76561	111004
WASHINGTON__OH	11651	17284	29499
WAYNE__OH	19808	30251	51064
WILLIAMS__OH	7266	10047	17706
WOOD__OH	32802	29704	63948
WYANDOT__OH	4137	6180	10572
ADAIR__OK	2127	4381	6508
ALFALFA__OK	322	1761	2083
ATOKA__OK	1243	3538	4781
BEAVER__OK	244	2062	2306
BECKHAM__OK	1417	5508	6925
BLAINE__OK	992	2824	3816
BRYAN__OK	3681	9520	13201
CADDO__OK	3164	5687	8851
CANADIAN__OK	10537	35625	46162
CARTER__OK	4908	12214	17122
CHEROKEE__OK	6144	8162	14306
CHOCTAW__OK	1494	3572	5066
CIMARRON__OK	115	1082	1197
CLEVELAND__OK	34771	59116	93887
COAL__OK	649	1710	2359
COMANCHE__OK	12521	17664	30185
COTTON__OK	657	1796	2453
CRAIG__OK	1747	3559	5306
CREEK__OK	7128	18986	26114
CUSTER__OK	2359	7446	9805
DELAWARE__OK	4196	10080	14276
DEWEY__OK	301	1792	2093
ELLIS__OK	226	1575	1801
GARFIELD__OK	4733	15177	19910
GARVIN__OK	2559	6925	9484
GRADY__OK	4786	14833	19619
GRANT__OK	393	1675	2068
GREER__OK	488	1344	1832
HARMON__OK	264	659	923
HARPER__OK	173	1261	1434
HASKELL__OK	1175	3069	4244
HUGHES__OK	1370	2838	4208
JACKSON__OK	1954	5965	7919
JEFFERSON__OK	605	1634	2239
JOHNSTON__OK	1137	2649	3786
KAY__OK	4627	11499	16126
KINGFISHER__OK	898	4870	5768
KIOWA__OK	1106	2316	3422
LATIMER__OK	1170	2628	3798
LE_FLORE__OK	4662	11177	15839
LINCOLN__OK	3273	9553	12826
LOGAN__OK	4724	12314	17038
LOVE__OK	1034	2436	3470
MCCLAIN__OK	3194	11112	14306
MCCURTAIN__OK	2440	7635	10075
MCINTOSH__OK	2779	4509	7288
MAJOR__OK	446	2700	3146
MARSHALL__OK	1396	3744	5140
MAYES__OK	4823	9637	14460
MURRAY__OK	1540	3606	5146
MUSKOGEE__OK	9952	13404	23356
NOBLE__OK	1143	3488	4631
NOWATA__OK	1244	2832	4076
OKFUSKEE__OK	1256	2335	3591
OKLAHOMA__OK	106982	149728	256710
OKMULGEE__OK	5432	7731	13163
OSAGE__OK	6704	11242	17946
OTTAWA__OK	3509	6466	9975
PAWNEE__OK	1813	4232	6045
PAYNE__OK	9198	16481	25679
PITTSBURG__OK	4831	10841	15672
PONTOTOC__OK	3947	8945	12892
POTTAWATOMIE__OK	7188	16250	23438
PUSHMATAHA__OK	1043	3087	4130
ROGER_MILLS__OK	272	1402	1674
ROGERS__OK	9148	27553	36701
SEMINOLE__OK	2600	4856	7456
SEQUOYAH__OK	4193	9578	13771
STEPHENS__OK	3939	12908	16847
TEXAS__OK	862	4930	5792
TILLMAN__OK	906	1815	2721
TULSA__OK	82744	145062	227806
WAGONER__OK	7791	20900	28691
WASHINGTON__OK	5532	15668	21200
WASHITA__OK	822	3494	4316
WOODS__OK	671	2727	3398
WOODWARD__OK	1133	5945	7078
BAKER__OR	2369	5702	8448
BENTON__OR	27776	14991	44802
CLACKAMAS__OR	95493	88592	189332
CLATSOP__OR	9861	7249	17818
COLUMBIA__OR	12004	10772	23875
COOS__OR	12845	14673	28686
CROOK__OR	3104	6790	10230
CURRY__OR	4625	6598	11678
DESCHUTES__OR	36961	42463	81900
DOUGLAS__OR	17145	30776	49803
GILLIAM__OR	371	639	1061
GRANT__OR	853	2926	3911
HARNEY__OR	832	2607	3583
HOOD_RIVER__OR	6058	3429	9838
JACKSON__OR	44468	49020	97127
JEFFERSON__OR	3301	4642	8175
JOSEPHINE__OR	14953	23673	40238
KLAMATH__OR	8302	18898	28152
LAKE__OR	770	2808	3710
LANE__OR	102652	62509	171850
LINCOLN__OR	13401	8686	22984
LINN__OR	20378	28944	51426
MALHEUR__OR	2759	6851	9956
MARION__OR	56376	60190	120376
MORROW__OR	1202	2532	3882
MULTNOMAH__OR	274887	75302	364722
POLK__OR	16292	17819	35257
SHERMAN__OR	319	678	1026
TILLAMOOK__OR	6293	5684	12519
UMATILLA__OR	8584	15499	24969
UNION__OR	3973	7636	12070
WALLOWA__OR	1253	2804	4205
WASCO__OR	5211	5229	10873
WASHINGTON__OR	135291	93974	237023
WHEELER__OR	266	545	858
YAMHILL__OR	19260	22045	42907
ADAMS__PA	15091	26767	42457
ALLEGHENY__PA	352687	262039	622081
ARMSTRONG__PA	9045	20142	29602
BEAVER__PA	37055	42344	80474
BEDFORD__PA	4788	16702	21697
BERKS__PA	83011	84702	170320
BLAIR__PA	16276	33319	50241
BRADFORD__PA	8624	14410	23426
BUCKS__PA	160521	156579	321016
BUTLER__PA	28550	59761	89445
CAMBRIA__PA	24249	35163	60526
CAMERON__PA	724	1359	2111
CARBON__PA	11580	13504	25581
CENTRE__PA	34176	34001	69626
CHESTER__PA	124311	124840	251973
CLARION__PA	5056	10828	16186
CLEARFIELD__PA	11121	20347	31967
CLINTON__PA	5734	7303	13265
COLUMBIA__PA	10937	14236	25623
CRAWFORD__PA	13883	20901	35388
CUMBERLAND__PA	44367	64809	110814
DAUPHIN__PA	64965	57450	124008
DELAWARE__PA	171792	110853	285564
ELK__PA	5463	7579	13238
ERIE__PA	68036	49025	118619
FAYETTE__PA	21971	26018	48505
FOREST__PA	896	1383	2312
FRANKLIN__PA	18995	43260	63078
FULTON__PA	1310	4814	6195
GREENE__PA	5852	8428	14464
HUNTINGDON__PA	5409	11979	17639
INDIANA__PA	14473	21257	36321
JEFFERSON__PA	4787	13048	18097
JUNIATA__PA	2547	6862	9535
LACKAWANNA__PA	61838	35085	98015
LANCASTER__PA	88481	130669	222436
LAWRENCE__PA	17513	21047	39036
LEBANON__PA	19900	35872	56580
LEHIGH__PA	78283	66874	147002
LUZERNE__PA	64307	58325	124439
LYCOMING__PA	15203	30658	46493
MCKEAN__PA	5297	9545	15108
MERCER__PA	24232	25925	50863
MIFFLIN__PA	4273	11939	16371
MONROE__PA	35221	26867	62917
MONTGOMERY__PA	233356	174381	412200
MONTOUR__PA	3053	4652	7831
NORTHAMPTON__PA	67606	61446	130735
NORTHUMBERLAND__PA	13072	19518	33212
PERRY__PA	5685	13120	19128
