_PARTIES	Democrat	Republican	Total
_COLORS	Blue	Red
MONTGOMERY__PA	177990	145623	332422
MONTOUR__PA	2356	3960	6492
NORTHAMPTON__PA	53097	47396	104690
NORTHUMBERLAND__PA	13670	18142	33251
PERRY__PA	4459	11184	16071
PHILADELPHIA__PA	449182	100959	561180
PIKE__PA	7330	9339	17364
POTTER__PA	2037	4858	7090
SCHUYLKILL__PA	26215	29841	58300
SNYDER__PA	3536	8963	12841
SOMERSET__PA	12028	20218	32985
SULLIVAN__PA	1066	1928	3105
SUSQUEHANNA__PA	6481	10226	17271
TIOGA__PA	4617	9635	14772
UNION__PA	4209	8523	13175
VENANGO__PA	8196	11642	20523
WARREN__PA	7537	9290	17541
WASHINGTON__PA	44961	37339	84441
WAYNE__PA	6904	11201	18914
WESTMORELAND__PA	71792	80858	156709
WYOMING__PA	4363	6922	11693
YORK__PA	51958	87652	144244
BRISTOL__RI	13424	8375	23272
KENT__RI	43265	25291	73470
NEWPORT__RI	20790	14258	37838
PROVIDENCE__RI	142469	61378	218308
WASHINGTON__RI	29560	21253	56224
ABBEVILLE__SC	3766	4450	8374
AIKEN__SC	16409	33203	50782
ALLENDALE__SC	2338	967	3340
ANDERSON__SC	19606	35827	56681
BAMBERG__SC	3451	2047	5551
BARNWELL__SC	3661	4521	8276
BEAUFORT__SC	17487	25561	44148
BERKELEY__SC	17707	24796	43316
CALHOUN__SC	3063	3216	6373
CHARLESTON__SC	49520	58229	111476
CHEROKEE__SC	6138	9900	16323
CHESTER__SC	5242	4986	10432
CHESTERFIELD__SC	6111	6266	12526
CLARENDON__SC	5999	5186	11290
COLLETON__SC	6449	6767	13390
DARLINGTON__SC	10253	11290	21863
DILLON__SC	4930	3975	8990
DORCHESTER__SC	12168	20734	33641
EDGEFIELD__SC	3950	4760	8834
FAIRFIELD__SC	5263	3011	8398
FLORENCE__SC	17157	23678	41437
GEORGETOWN__SC	9445	10535	20351
GREENVILLE__SC	43810	92714	140293
GREENWOOD__SC	8139	12193	20860
HAMPTON__SC	4896	2798	7759
HORRY__SC	29113	40300	71265
JASPER__SC	3646	2414	6469
KERSHAW__SC	7428	11911	19677
LANCASTER__SC	8782	11676	20705
LAURENS__SC	7920	12102	20410
LEE__SC	3899	2675	6642
LEXINGTON__SC	22830	58095	83081
MCCORMICK__SC	1896	1704	3661
MARION__SC	7358	4687	12149
MARLBORO__SC	5060	2699	7883
NEWBERRY__SC	4428	7492	12372
OCONEE__SC	7571	15364	23575
ORANGEBURG__SC	19802	12657	32734
PICKENS__SC	8927	24681	34582
RICHLAND__SC	63179	50164	116481
SALUDA__SC	2682	4098	6891
SPARTANBURG__SC	29559	52114	83553
SUMTER__SC	14365	15915	30672
UNION__SC	4662	5768	10589
WILLIAMSBURG__SC	6723	4524	11331
YORK__SC	19251	33776	54351
AURORA__SD	513	847	1413
BEADLE__SD	3216	4347	7739
BENNETT__SD	377	712	1116
BON_HOMME__SD	1162	1901	3139
BROOKINGS__SD	4546	6212	10984
BROWN__SD	7173	9060	16556
BRULE__SD	818	1268	2167
BUFFALO__SD	256	140	408
BUTTE__SD	840	2760	3689
CAMPBELL__SD	147	739	917
CHARLES_MIX__SD	1300	2205	3579
CLARK__SD	791	1272	2108
CLAY__SD	2638	2363	5105
CODINGTON__SD	4192	6718	11138
CORSON__SD	549	629	1243
CUSTER__SD	955	2495	3573
DAVISON__SD	2936	4445	7528
DAY__SD	1492	1623	3197
DEUEL__SD	926	1245	2224
DEWEY__SD	880	761	1681
DOUGLAS__SD	363	1311	1709
EDMUNDS__SD	676	1257	1986
FALL_RIVER__SD	1133	2185	3429
FAULK__SD	388	904	1329
GRANT__SD	1475	2235	3830
GREGORY__SD	718	1487	2257
HAAKON__SD	164	938	1129
HAMLIN__SD	923	1731	2723
HAND__SD	565	1419	2031
HANSON__SD	457	944	1421
HARDING__SD	64	650	731
HUGHES__SD	2212	5188	7534
HUTCHINSON__SD	1052	2497	3625
HYDE__SD	218	592	835
JACKSON__SD	319	687	1040
JERAULD__SD	468	624	1122
JONES__SD	137	509	664
KINGSBURY__SD	1049	1612	2727
LAKE__SD	2331	2724	5154
LAWRENCE__SD	2797	6327	9406
LINCOLN__SD	3844	6546	10556
LYMAN__SD	482	875	1386
MCCOOK__SD	965	1610	2631
MCPHERSON__SD	295	1073	1417
MARSHALL__SD	939	1097	2079
MEADE__SD	2267	6870	9366
MELLETTE__SD	222	495	733
MINER__SD	523	724	1266
MINNEHAHA__SD	27042	33428	61369
MOODY__SD	1318	1361	2735
PENNINGTON__SD	11123	24696	36557
PERKINS__SD	297	1237	1614
POTTER__SD	356	1112	1494
ROBERTS__SD	1700	2237	4074
SANBORN__SD	468	767	1268
OGLALA_LAKOTA__SD	1667	252	1953
SPINK__SD	1274	1957	3284
STANLEY__SD	402	955	1381
SULLY__SD	209	633	871
TODD__SD	993	478	1494
TRIPP__SD	799	1909	2765
TURNER__SD	1414	2514	4004
UNION__SD	2358	3265	5772
WALWORTH__SD	721	1758	2553
YANKTON__SD	3596	4904	8740
ZIEBACH__SD	314	384	721
ANDERSON__TN	13556	14688	28779
BEDFORD__TN	6136	5911	12207
BENTON__TN	3700	2484	6311
BLEDSOE__TN	1756	2380	4196
BLOUNT__TN	14688	25273	40662
BRADLEY__TN	8768	20167	29443
CAMPBELL__TN	6492	5784	12421
CANNON__TN	2697	1924	4697
CARROLL__TN	5239	5465	10827
CARTER__TN	6724	12111	19102
CHEATHAM__TN	6062	6356	12616
CHESTER__TN	2192	3487	5728
CLAIBORNE__TN	3841	5023	9000
CLAY__TN	1931	1468	3442
COCKE__TN	3872	6185	10239
COFFEE__TN	8741	8788	17788
CROCKETT__TN	2705	2676	5440
CUMBERLAND__TN	7644	10994	19017
DAVIDSON__TN	120508	84117	208588
DECATUR__TN	2278	2046	4370
DEKALB__TN	3765	2411	6265
DICKSON__TN	8332	7016	15556
DYER__TN	5425	6282	11841
FAYETTE__TN	5037	6402	11529
FENTRESS__TN	2529	3417	6029
FRANKLIN__TN	7828	6560	14691
GIBSON__TN	8663	8286	17137
GILES__TN	5527	4377	10066
GRAINGER__TN	2361	3746	6194
GREENE__TN	7909	12540	20816
GRUNDY__TN	2970	1553	4596
HAMBLEN__TN	7564	11824	19699
HAMILTON__TN	51708	66605	120379
HANCOCK__TN	690	1343	2075
HARDEMAN__TN	4953	3729	8803
HARDIN__TN	3735	4951	8782
HAWKINS__TN	6753	10071	17098
HAYWOOD__TN	3887	2554	6478
HENDERSON__TN	3166	5153	8399
HENRY__TN	6093	5944	12309
HICKMAN__TN	4239	2914	7264
HOUSTON__TN	2081	993	3127
HUMPHREYS__TN	4205	2387	6681
JACKSON__TN	3304	1384	4754
JEFFERSON__TN	5226	8657	14087
JOHNSON__TN	1813	3740	5657
KNOX__TN	60969	86851	150586
LAKE__TN	1419	781	2224
LAUDERDALE__TN	4224	3329	7618
LAWRENCE__TN	6643	7613	14470
LEWIS__TN	2281	2037	4420
LINCOLN__TN	5060	5435	10659
LOUDON__TN	5905	10266	16406
MCMINN__TN	6142	10155	16600
MCNAIRY__TN	4003	4897	8989
MACON__TN	3059	3366	6491
MADISON__TN	15781	17862	33930
MARION__TN	5441	4651	10250
MARSHALL__TN	5107	4105	9359
MAURY__TN	11127	11930	23400
MEIGS__TN	1555	1797	3390
MONROE__TN	5327	7514	13003
MONTGOMERY__TN	18818	19644	39044
MOORE__TN	1107	1145	2301
MORGAN__TN	2921	3144	6162
OBION__TN	6056	6168	12440
OVERTON__TN	4507	2875	7496
PERRY__TN	1650	1165	2866
PICKETT__TN	939	1281	2239
POLK__TN	2574	2907	5594
PUTNAM__TN	10785	11248	22438
RHEA__TN	3722	5900	9772
ROANE__TN	9575	11345	21326
ROBERTSON__TN	10249	9675	20164
RUTHERFORD__TN	27360	33445	62182
SCOTT__TN	2967	3579	6615
SEQUATCHIE__TN	1648	2169	3887
SEVIER__TN	8208	16734	25365
SHELBY__TN	190404	141756	336755
SMITH__TN	4884	2384	7348
STEWART__TN	2870	1826	4782
SULLIVAN__TN	21354	33482	55727
SUMNER__TN	22118	27601	50477
TIPTON__TN	6300	10070	16552
TROUSDALE__TN	1966	950	2945
UNICOI__TN	2566	3780	6429
UNION__TN	2564	3199	5821
VAN_BUREN__TN	1255	845	2131
WARREN__TN	7378	5552	13131
WASHINGTON__TN	14769	22579	37942
WAYNE__TN	1859	3370	5306
WEAKLEY__TN	5570	6106	11844
WHITE__TN	4135	3525	7775
WILLIAMSON__TN	18745	38901	58429
WILSON__TN	16561	18844	35916
ANDERSON__TX	5041	9835	15080
ANDREWS__TX	876	3091	4024
ANGELINA__TX	9957	16648	26974
ARANSAS__TX	2637	5390	8247
ARCHER__TX	993	2951	3997
ARMSTRONG__TX	150	772	938
ATASCOSA__TX	4322	6231	10746
AUSTIN__TX	2407	6661	9227
BAILEY__TX	488	1589	2090
BANDERA__TX	1426	5613	7273
BASTROP__TX	6973	10310	18308
BAYLOR__TX	663	1285	1984
BEE__TX	3795	4429	8330
BELL__TX	21011	41208	63291
BEXAR__TX	185158	215613	412726
BLANCO__TX	811	2777	3767
BORDEN__TX	62	283	353
BOSQUE__TX	1930	4745	6770
BOWIE__TX	11662	18325	30320
BRAZORIA__TX	24883	53445	80019
BRAZOS__TX	12359	32864	46941
BREWSTER__TX	1349	1867	3580
BRISCOE__TX	224	544	772
BROOKS__TX	1854	556	2431
BROWN__TX	3138	9609	12920
BURLESON__TX	2235	3542	5866
BURNET__TX	3557	9286	13232
CALDWELL__TX	3872	5216	9425
CALHOUN__TX	2766	3724	6563
CALLAHAN__TX	1174	3656	4896
CAMERON__TX	33214	27800	62057
CAMP__TX	1625	2121	3784
CARSON__TX	480	2216	2742
CASS__TX	4618	6295	11019
CASTRO__TX	727	1607	2354
CHAMBERS__TX	2888	6769	9806
CHEROKEE__TX	4755	9599	14537
CHILDRESS__TX	602	1506	2126
CLAY__TX	1460	3112	4637
COCHRAN__TX	344	807	1171
COKE__TX	355	1137	1515
COLEMAN__TX	853	2687	3578
COLLIN__TX	42884	128179	175420
COLLINGSWORTH__TX	429	974	1415
COLORADO__TX	2229	4913	7249
COMAL__TX	7131	24599	32748
COMANCHE__TX	1636	3334	5022
CONCHO__TX	268	818	1103
COOKE__TX	3153	10128	13469
CORYELL__TX	4493	10321	15087
COTTLE__TX	241	502	757
CRANE__TX	387	1246	1654
CROCKETT__TX	467	924	1398
CROSBY__TX	705	1270	2002
CULBERSON__TX	577	413	1012
DALLAM__TX	341	1385	1744
DALLAS__TX	275308	322345	613039
DAWSON__TX	1463	3337	4839
DEAF_SMITH__TX	1240	3687	4984
DELTA__TX	726	1143	1900
DENTON__TX	40144	102171	146790
DEWITT__TX	1570	4541	6183
DICKENS__TX	284	589	881
DIMMIT__TX	2678	1032	3753
DONLEY__TX	360	1333	1719
DUVAL__TX	3990	1010	5030
EASTLAND__TX	1774	4531	6414
ECTOR__TX	9425	22893	32901
EDWARDS__TX	261	663	937
ELLIS__TX	10629	26091	37307
EL_PASO__TX	83848	57574	145042
ERATH__TX	2804	8126	11115
FALLS__TX	2417	3239	5715
FANNIN__TX	4102	6074	10340
FAYETTE__TX	2542	6658	9387
FISHER__TX	884	968	1872
FLOYD__TX	580	1830	2420
FOARD__TX	263	286	556
FORT_BEND__TX	47569	73567	123509
FRANKLIN__TX	1018	2420	3472
FREESTONE__TX	2316	4247	6641
FRIO__TX	2317	1774	4128
GAINES__TX	723	2691	3459
GALVESTON__TX	40020	50397	92983
GARZA__TX	454	1302	1770
GILLESPIE__TX	1511	8096	9920
GLASSCOCK__TX	39	528	571
GOLIAD__TX	1233	2108	3392
GONZALES__TX	1877	4092	6069
GRAY__TX	1376	6732	8185
GRAYSON__TX	13647	25596	39940
GREGG__TX	11244	26739	38433
GRIMES__TX	2450	4197	6802
GUADALUPE__TX	8311	21499	30567
HALE__TX	2158	6868	9110
HALL__TX	472	966	1446
HAMILTON__TX	878	2447	3376
HANSFORD__TX	198	1874	2088
HARDEMAN__TX	566	976	1557
HARDIN__TX	5595	11962	17836
HARRIS__TX	418267	529159	974822
HARRISON__TX	8878	13834	22970
HARTLEY__TX	359	1645	2031
HASKELL__TX	1401	1488	2927
HAYS__TX	11387	20170	34317
HEMPHILL__TX	251	1203	1474
HENDERSON__TX	8704	16607	25627
HIDALGO__TX	61390	38301	101050
HILL__TX	3524	7054	10735
HOCKLEY__TX	1419	5250	6745
HOOD__TX	4704	12429	17505
HOPKINS__TX	3692	7076	10910
HOUSTON__TX	2833	5308	8236
HOWARD__TX	2744	6668	9548
HUDSPETH__TX	380	514	922
HUNT__TX	7857	16177	24466
HUTCHINSON__TX	1796	7443	9351
IRION__TX	162	624	793
JACK__TX	822	2107	2974
JACKSON__TX	1446	3365	4856
JASPER__TX	4533	7071	11742
JEFF_DAVIS__TX	283	708	1060
JEFFERSON__TX	45409	40320	86909
JIM_HOGG__TX	1512	623	2157
JIM_WELLS__TX	7418	4498	12023
JOHNSON__TX	11778	26202	38726
JONES__TX	1899	4080	6048
KARNES__TX	1617	2638	4308
KAUFMAN__TX	7455	15290	23063
KENDALL__TX	1901	8788	11073
KENEDY__TX	119	106	228
KENT__TX	185	346	536
KERR__TX	4002	14637	19228
KIMBLE__TX	328	1313	1666
KING__TX	14	120	137
KINNEY__TX	486	932	1444
KLEBERG__TX	4481	4526	9194
KNOX__TX	617	947	1576
LAMAR__TX	5553	9775	15430
LAMB__TX	1114	3451	4598
LAMPASAS__TX	1569	4526	6214
LA_SALLE__TX	1266	731	2014
LAVACA__TX	2171	5288	7546
LEE__TX	1733	3699	5536
LEON__TX	1893	4362	6326
LIBERTY__TX	7311	12458	20077
LIMESTONE__TX	2768	4212	7075
LIPSCOMB__TX	206	1072	1294
LIVE_OAK__TX	1114	2828	4004
LLANO__TX	2143	6295	8627
LOVING__TX	29	124	156
LUBBOCK__TX	18469	56054	76008
LYNN__TX	562	1507	2084
MCCULLOCH__TX	794	2084	2920
MCLENNAN__TX	23462	43955	68789
MCMULLEN__TX	77	358	439
MADISON__TX	1241	2333	3623
MARION__TX	1852	2039	3930
MARTIN__TX	415	1520	1949
MASON__TX	417	1352	1801
MATAGORDA__TX	4696	7584	12459
MAVERICK__TX	5995	3143	9229
MEDINA__TX	4025	8590	12873
MENARD__TX	334	642	990
MIDLAND__TX	7534	31514	39740
MILAM__TX	3429	4706	8269
MILLS__TX	548	1738	2314
MITCHELL__TX	837	1708	2574
MONTAGUE__TX	2256	4951	7330
MONTGOMERY__TX	23286	80600	106213
MOORE__TX	1040	4201	5290
MORRIS__TX	2455	2381	4889
MOTLEY__TX	118	514	642
NACOGDOCHES__TX	6204	13145	19799
NAVARRO__TX	5366	8358	13890
NEWTON__TX	2503	2423	4990
NOLAN__TX	1874	3337	5312
NUECES__TX	45349	49906	97326
OCHILTREE__TX	251	2687	2962
OLDHAM__TX	108	659	774
ORANGE__TX	11887	17325	29654
PALO_PINTO__TX	3263	5690	9118
PANOLA__TX	3011	5975	9074
PARKER__TX	8878	23651	33225
PARMER__TX	447	2274	2744
PECOS__TX	1539	2700	4303
POLK__TX	6877	11746	18994
POTTER__TX	7242	17629	25376
PRESIDIO__TX	1064	618	1757
RAINS__TX	1225	2049	3333
RANDALL__TX	7209	33921	41790
REAGAN__TX	282	959	1255
REAL__TX	316	1146	1490
RED_RIVER__TX	2219	2941	5202
REEVES__TX	1872	1273	3176
REFUGIO__TX	1172	1721	2921
ROBERTS__TX	72	472	549
ROBERTSON__TX	3283	3007	6369
ROCKWALL__TX	3642	13666	17652
RUNNELS__TX	969	3020	4046
RUSK__TX	4841	11611	16633
SABINE__TX	1753	2764	4591
SAN_AUGUSTINE__TX	1636	2116	3805
SAN_JACINTO__TX	2946	4623	7714
SAN_PATRICIO__TX	7840	10599	18699
SAN_SABA__TX	618	1691	2333
SCHLEICHER__TX	338	826	1173
SCURRY__TX	1193	4060	5326
SHACKELFORD__TX	264	1066	1347
SHELBY__TX	3227	5692	9005
SHERMAN__TX	144	998	1163
SMITH__TX	16470	43320	60624
SOMERVELL__TX	752	2120	2918
STARR__TX	6505	1911	8464
STEPHENS__TX	811	2425	3291
STERLING__TX	132	520	659
STONEWALL__TX	294	496	799
SUTTON__TX	468	1063	1540
SWISHER__TX	856	1612	2501
TARRANT__TX	173758	286921	472389
TAYLOR__TX	10504	31701	43020
TERRELL__TX	219	243	477
TERRY__TX	1108	2910	4054
THROCKMORTON__TX	228	608	842
TITUS__TX	3008	4995	8103
TOM_GREEN__TX	9288	24733	34626
TRAVIS__TX	125526	141235	301263
TRINITY__TX	2142	3093	5297
TYLER__TX	2775	4236	7116
UPSHUR__TX	4180	8448	12808
UPTON__TX	266	982	1273
UVALDE__TX	3436	4855	8420
VAL_VERDE__TX	5056	6223	11474
VAN_ZANDT__TX	5245	12383	17891
VICTORIA__TX	8176	18787	27408
WALKER__TX	4943	9076	14374
WALLER__TX	5046	5686	10858
WARD__TX	1256	2534	3874
WASHINGTON__TX	2996	8645	11809
WEBB__TX	18120	13076	31571
WHARTON__TX	4838	8455	13426
WHEELER__TX	579	1787	2389
WICHITA__TX	14108	27802	42713
WILBARGER__TX	1356	3138	4577
WILLACY__TX	3218	1789	5062
WILLIAMSON__TX	26591	65041	95935
WILSON__TX	3997	7509	11698
WINKLER__TX	556	1468	2043
WISE__TX	4830	11234	16368
WOOD__TX	3893	9810	13884
YOAKUM__TX	531	1911	2465
YOUNG__TX	1843	5022	6954
ZAPATA__TX	1638	953	2616
ZAVALA__TX	2616	751	3391
BEAVER__UT	541	1653	2252
BOX_ELDER__UT	2555	12288	15483
CACHE__UT	5170	25920	33142
CARBON__UT	3298	3758	7384
DAGGETT__UT	104	317	435
DAVIS__UT	18845	64375	87855
DUCHESNE__UT	779	3622	4546
EMERY__UT	958	3243	4398
GARFIELD__UT	178	1719	1968
GRAND__UT	1158	1822	3614
IRON__UT	1789	10106	12594
JUAB__UT	619	2023	2785
KANE__UT	387	2254	2802
MILLARD__UT	696	3850	4775
MORGAN__UT	553	2464	3171
PIUTE__UT	133	626	781
RICH__UT	152	736	903
SALT_LAKE__UT	107576	171585	307258
SAN_JUAN__UT	1838	2721	4744
SANPETE__UT	1211	5781	7430
SEVIER__UT	1046	5763	7077
SUMMIT__UT	4601	6168	12121
TOOELE__UT	4001	7807	12480
UINTAH__UT	1387	6733	8397
UTAH__UT	16445	98255	120256
WASATCH__UT	1476	3819	5675
WASHINGTON__UT	5465	25481	32461
WAYNE__UT	202	953	1225
WEBER__UT	19890	39254	62742
ADDISON__VT	8936	6953	17427
BENNINGTON__VT	9021	7284	17677
CALEDONIA__VT	5859	6746	13641
CHITTENDEN__VT	39156	26105	72017
ESSEX__VT	1129	1564	2892
FRANKLIN__VT	9514	8395	19194
GRAND_ISLE__VT	1835	1550	3638
LAMOILLE__VT	5676	4456	11246
ORANGE__VT	6694	6858	14695
ORLEANS__VT	5472	5799	12132
RUTLAND__VT	13990	13546	29362
WASHINGTON__VT	15281	11448	29749
WINDHAM__VT	11319	7358	21491
WINDSOR__VT	15140	11713	29147
ACCOMACK__VA	5092	6352	11925
ALBEMARLE__VA	16255	18291	36846
ALLEGHANY__VA	2214	2808	5123
AMELIA__VA	1754	2947	4788
AMHERST__VA	4812	6660	11712
APPOMATTOX__VA	2132	3654	5927
ARLINGTON__VA	50260	28555	83559
AUGUSTA__VA	6643	17744	25271
BATH__VA	822	1311	2210
BEDFORD_CO___VA	9238	18493	28590
BLAND__VA	851	1759	2688
BOTETOURT__VA	4627	8867	13840
BRUNSWICK__VA	3387	2561	5997
BUCHANAN__VA	5745	3867	9856
BUCKINGHAM__VA	2561	2738	5454
CAMPBELL__VA	6659	13162	20327
CAROLINE__VA	4314	3873	8351
CARROLL__VA	3638	7142	11001
CHARLES_CITY__VA	1981	1023	3066
CHARLOTTE__VA	2017	2855	4994
CHESTERFIELD__VA	38638	69924	110951
CLARKE__VA	2166	2883	5284
CRAIG__VA	851	1580	2493
CULPEPER__VA	4364	7440	12244
CUMBERLAND__VA	1405	1974	3507
DICKENSON__VA	3951	3122	7226
DINWIDDIE__VA	4001	4959	9136
ESSEX__VA	1750	1995	3831
FAIRFAX_CO___VA	196501	202181	413775
FAUQUIER__VA	8296	14456	23481
FLOYD__VA	1957	3423	5739
FLUVANNA__VA	3431	4962	8706
FRANKLIN_CO___VA	7145	11225	18829
FREDERICK__VA	7158	14574	22392
GILES__VA	3004	3574	6820
GLOUCESTER__VA	4553	8718	13699
GOOCHLAND__VA	3197	5378	8777
GRAYSON__VA	2467	4236	6852
GREENE__VA	1774	3375	5412
GREENSVILLE__VA	2314	1565	3906
HALIFAX__VA	5963	7732	14072
HANOVER__VA	12044	28614	41585
HENRICO__VA	48645	62887	114252
HENRY__VA	8898	11870	21463
HIGHLAND__VA	453	942	1437
ISLE_OF_WIGHT__VA	5162	7587	12950
JAMES_CITY__VA	9090	14628	24492
KING_AND_QUEEN__VA	1387	1423	2859
KING_GEORGE__VA	2070	3590	5852
KING_WILLIAM__VA	2125	3547	5769
LANCASTER__VA	1937	3411	5455
LEE__VA	4031	4551	8748
LOUDOUN__VA	30938	42453	75653
LOUISA__VA	4309	5461	10096
LUNENBURG__VA	2026	2510	4591
MADISON__VA	1844	2940	5027
MATHEWS__VA	1499	2951	4609
MECKLENBURG__VA	4797	6600	11654
MIDDLESEX__VA	1671	2844	4689
MONTGOMERY__VA	11720	13991	27160
NELSON__VA	2907	2913	6145
NEW_KENT__VA	2055	3934	6114
NORTHAMPTON__VA	2340	2299	4892
NORTHUMBERLAND__VA	2118	3362	5605
NOTTOWAY__VA	2460	2870	5492
ORANGE__VA	4126	5991	10483
PAGE__VA	2726	5089	7996
PATRICK__VA	2254	4901	7385
PITTSYLVANIA__VA	7834	15760	24255
POWHATAN__VA	2708	6820	9711
PRINCE_EDWARD__VA	2922	3214	6363
PRINCE_GEORGE__VA	4182	6579	10900
PRINCE_WILLIAM__VA	44745	52788	100511
PULASKI__VA	5255	7089	12697
RAPPAHANNOCK__VA	1462	1850	3513
RICHMOND_CO___VA	1076	1784	2949
ROANOKE_CO___VA	20502	30502	52373
ROCKBRIDGE__VA	2953	4522	7827
ROCKINGHAM__VA	5834	17482	23994
RUSSELL__VA	5442	5065	10792
SCOTT__VA	3552	5535	9335
SHENANDOAH__VA	4420	9636	14452
SMYTH__VA	4836	6580	11740
SOUTHAMPTON__VA	3359	3293	6714
SPOTSYLVANIA__VA	13455	20739	35021
STAFFORD__VA	12596	20731	34246
SURRY__VA	1845	1313	3230
SUSSEX__VA	2006	1745	3906
TAZEWELL__VA	7227	8655	16344
WARREN__VA	4313	6335	11166
WASHINGTON__VA	7549	12064	20222
WESTMORELAND__VA	2922	2932	6026
WISE__VA	6412	6504	13310
WYTHE__VA	3462	6539	10225
YORK__VA	8622	15312	24583
ALEXANDRIA__VA	33633	19043	55199
BRISTOL__VA	2646	3495	6279
BUENA_VISTA__VA	941	980	1975
CHARLOTTESVILLE__VA	7762	4034	13224
CHESAPEAKE__VA	33578	39684	74585
COLONIAL_HEIGHTS__VA	2100	5519	7782
COVINGTON__VA	1168	966	2214
DANVILLE__VA	8221	9427	18307
EMPORIA__VA	1116	938	2080
FALLS_CHURCH__VA	3109	2131	5593
FRANKLIN__VA	1763	1393	3191
FREDERICKSBURG__VA	3360	2935	6681
GALAX__VA	996	1160	2213
HAMPTON__VA	27490	19561	47887
HARRISONBURG__VA	3482	5741	9958
HOPEWELL__VA	3024	3749	6978
LEXINGTON__VA	1048	957	2140
LYNCHBURG__VA	10374	12518	23506
MANASSAS__VA	5262	6752	12410
MANASSAS_PARK__VA	1048	1460	2580
MARTINSVILLE__VA	3048	2560	5694
NEWPORT_NEWS__VA	29779	27006	57825
NORFOLK__VA	38221	21920	61946
NORTON__VA	867	639	1530
PETERSBURG__VA	8751	2109	11062
POQUOSON__VA	1448	4271	5861
PORTSMOUTH__VA	22286	12628	35455
RADFORD__VA	2063	2190	4448
RICHMOND__VA	42717	20265	65926
ROANOKE__VA	17920	14630	33442
SALEM__VA	4348	6188	10770
STAUNTON__VA	3324	4878	8514
SUFFOLK__VA	12471	11836	24661
VIRGINIA_BEACH__VA	62268	83674	149771
WAYNESBORO__VA	2737	4084	7102
WILLIAMSBURG__VA	1724	1777	3725
WINCHESTER__VA	3318	4314	7886
ADAMS__WA	1406	3440	4974
ASOTIN__WA	2736	4909	7985
BENTON__WA	19512	38367	59775
CHELAN__WA	8412	16980	26569
CLALLAM__WA	13779	16251	32230
CLARK__WA	61767	67219	135530
COLUMBIA__WA	515	1523	2106
COWLITZ__WA	18233	16873	36957
DOUGLAS__WA	3822	8512	12851
FERRY__WA	932	1896	3037
FRANKLIN__WA	4653	8594	13612
GARFIELD__WA	300	982	1329
GRANT__WA	7073	15830	23795
GRAYS_HARBOR__WA	13304	11225	25970
ISLAND__WA	14778	16408	33003
JEFFERSON__WA	8281	6095	15832
KING__WA	476700	273171	794078
KITSAP__WA	50302	46427	102857
KITTITAS__WA	5516	7727	14086
KLICKITAT__WA	3062	4557	8180
LEWIS__WA	9891	18565	29983
LINCOLN__WA	1417	3546	5196
MASON__WA	10876	10257	22479
OKANOGAN__WA	4335	9384	14796
PACIFIC__WA	4895	4042	9518
PEND_OREILLE__WA	1973	3076	5437
PIERCE__WA	138249	118431	268894
SAN_JUAN__WA	4426	3005	8424
SKAGIT__WA	20432	22163	45220
SKAMANIA__WA	1753	2151	4248
SNOHOMISH__WA	129612	109615	251305
SPOKANE__WA	74604	89299	172089
STEVENS__WA	5560	11299	17995
THURSTON__WA	50467	39924	97407
WAHKIAKUM__WA	803	1033	1971
WALLA_WALLA__WA	7188	13304	21362
WHATCOM__WA	34033	34287	73752
WHITMAN__WA	6509	9003	16234
YAKIMA__WA	25546	39494	67375
BARBOUR__WV	2503	3411	6051
BERKELEY__WV	8797	13619	23010
BOONE__WV	5656	3353	9141
BRAXTON__WV	2719	2529	5328
BROOKE__WV	4678	4195	9405
CABELL__WV	14896	16440	32216
CALHOUN__WV	1112	1425	2615
CLAY__WV	1617	1887	3582
DODDRIDGE__WV	773	1955	2816
FAYETTE__WV	8371	5897	14619
GILMER__WV	1092	1560	2740
GRANT__WV	891	3571	4534
GREENBRIER__WV	5627	6866	12808
HAMPSHIRE__WV	2069	3879	6097
HANCOCK__WV	6249	6458	13472
HARDY__WV	1621	2816	4514
HARRISON__WV	13009	12948	26578
JACKSON__WV	4937	6341	11518
JEFFERSON__WV	6860	7045	14378
KANAWHA__WV	38524	36809	76670
LEWIS__WV	2355	3606	6134
LINCOLN__WV	3939	3389	7464
LOGAN__WV	8927	5334	14439
MCDOWELL__WV	4845	2348	7303
MARION__WV	12315	9972	22873
MARSHALL__WV	6000	6859	13498
MASON__WV	4963	5972	11223
MERCER__WV	8347	10206	18875
MINERAL__WV	3341	6180	9782
MINGO__WV	6049	3866	10043
MONONGALIA__WV	12603	13595	27367
MONROE__WV	2094	2940	5139
MORGAN__WV	1939	3639	5772
NICHOLAS__WV	4059	4359	8579
OHIO__WV	7653	9607	17964
PENDLETON__WV	1172	1996	3221
PLEASANTS__WV	1267	1884	3208
POCAHONTAS__WV	1392	1970	3467
PRESTON__WV	3515	6607	10439
PUTNAM__WV	7891	12173	20426
RALEIGH__WV	11047	12587	24061
RANDOLPH__WV	4028	5248	9542
RITCHIE__WV	1024	2717	3812
ROANE__WV	2332	3172	5625
SUMMERS__WV	2299	2304	4713
TAYLOR__WV	2473	3124	5712
TUCKER__WV	1319	1935	3346
TYLER__WV	1214	2582	3928
UPSHUR__WV	2770	5165	8123
WAYNE__WV	7940	7993	16241
WEBSTER__WV	1764	1484	3308
WETZEL__WV	2849	3239	6288
WIRT__WV	818	1518	2382
