_PARTIES	Democrat	Republican	Total
_COLORS	Blue	Red
WABASH__IN	4277	8321	12883
WARREN__IN	1471	2218	3768
WARRICK__IN	8749	13205	22309
WASHINGTON__IN	3675	5868	9801
WAYNE__IN	10273	14273	25151
WELLS__IN	3319	7755	11281
WHITE__IN	3655	6037	9904
WHITLEY__IN	4107	8080	12432
ADAIR__IA	1753	2275	4123
ADAMS__IA	897	1170	2145
ALLAMAKEE__IA	2883	3277	6462
APPANOOSE__IA	2560	2992	5704
AUDUBON__IA	1780	1909	3784
BENTON__IA	5915	5468	11766
BLACK_HAWK__IA	30112	23468	55085
BOONE__IA	6270	5625	12249
BREMER__IA	5169	5675	11175
BUCHANAN__IA	5045	4092	9410
BUENA_VISTA__IA	3297	4354	7977
BUTLER__IA	2735	3837	6724
CALHOUN__IA	2132	2776	5041
CARROLL__IA	4463	4879	9568
CASS__IA	2481	4206	6880
CEDAR__IA	4033	4031	8344
CERRO_GORDO__IA	12185	9397	22162
CHEROKEE__IA	2845	3463	6592
CHICKASAW__IA	3435	2936	6584
CLARKE__IA	2081	1984	4176
CLAY__IA	3294	3992	7578
CLAYTON__IA	4238	4034	8571
CLINTON__IA	12276	9229	22180
CRAWFORD__IA	2838	3482	6555
DALLAS__IA	8561	10306	19330
DAVIS__IA	1691	1956	3758
DECATUR__IA	1674	1903	3709
DELAWARE__IA	3808	4273	8349
DES_MOINES__IA	11351	7385	19365
DICKINSON__IA	3660	4225	8121
DUBUQUE__IA	22341	16462	40323
EMMET__IA	2165	2331	4630
FAYETTE__IA	4640	4747	9621
FLOYD__IA	3830	3191	7238
FRANKLIN__IA	2122	2657	4938
FREMONT__IA	1459	2069	3616
GREENE__IA	2301	2282	4719
GRUNDY__IA	2139	3851	6111
GUTHRIE__IA	2493	2840	5469
HAMILTON__IA	3407	3968	7574
HANCOCK__IA	2281	2988	5438
HARDIN__IA	3734	4486	8435
HARRISON__IA	2551	3802	6543
HENRY__IA	3907	4476	8671
HOWARD__IA	2426	1922	4491
HUMBOLDT__IA	1949	2846	4940
IDA__IA	1411	1968	3491
IOWA__IA	3230	3894	7413
JACKSON__IA	4945	3769	9032
JASPER__IA	8699	8729	17835
JEFFERSON__IA	2863	3248	7548
JOHNSON__IA	31174	17899	52769
JONES__IA	4690	4201	9143
KEOKUK__IA	2181	2571	4947
KOSSUTH__IA	3960	4612	8878
LEE__IA	9632	6339	16572
LINN__IA	48897	40417	92064
LOUISA__IA	2294	2207	4637
LUCAS__IA	1934	2262	4303
LYON__IA	1313	3918	5342
MADISON__IA	3093	3662	6969
MAHASKA__IA	3370	5971	9543
MARION__IA	5741	8358	14408
MARSHALL__IA	8322	8785	17624
MILLS__IA	2039	3684	5915
MITCHELL__IA	2650	2388	5162
MONONA__IA	2086	2304	4560
MONROE__IA	1699	1858	3647
MONTGOMERY__IA	1838	3417	5394
MUSCATINE__IA	8058	7483	16076
O_BRIEN__IA	2170	4674	7044
OSCEOLA__IA	913	2064	3063
PAGE__IA	2293	4588	7059
PALO_ALTO__IA	2326	2341	4823
PLYMOUTH__IA	3499	6189	10118
POCAHONTAS__IA	1736	2242	4141
POLK__IA	89715	79927	174167
POTTAWATTAMIE__IA	14726	18783	34467
POWESHIEK__IA	4222	4396	8980
RINGGOLD__IA	1246	1369	2692
SAC__IA	2099	2776	5033
SCOTT__IA	35857	32801	70568
SHELBY__IA	2179	3655	6009
SIOUX__IA	2148	12241	14692
STORY__IA	17478	16228	35364
TAMA__IA	4045	4034	8315
TAYLOR__IA	1247	1770	3096
UNION__IA	2540	3003	5740
VAN_BUREN__IA	1440	2016	3561
WAPELLO__IA	8355	6313	15139
WARREN__IA	9521	9621	19653
WASHINGTON__IA	3932	4827	9094
WAYNE__IA	1300	1666	3021
WEBSTER__IA	8479	8172	17048
WINNEBAGO__IA	2691	2662	5527
WINNESHIEK__IA	4339	4647	9417
WOODBURY__IA	17691	18864	37896
WORTH__IA	2208	1659	4004
WRIGHT__IA	2796	3384	6336
ALLEN__KS	2132	3379	5766
ANDERSON__KS	1327	1984	3478
ATCHISON__KS	3171	3378	6900
BARBER__KS	637	1755	2498
BARTON__KS	3238	7302	10955
BOURBON__KS	2211	3852	6308
BROWN__KS	1512	2985	4691
BUTLER__KS	6755	13377	21002
CHASE__KS	391	848	1317
CHAUTAUQUA__KS	443	1347	1880
CHEROKEE__KS	3783	5014	9130
CHEYENNE__KS	350	1312	1727
CLARK__KS	292	926	1261
CLAY__KS	951	2998	4088
CLOUD__KS	1314	2918	4503
COFFEY__KS	1196	2700	4040
COMANCHE__KS	211	760	1006
COWLEY__KS	5535	8080	14210
CRAWFORD__KS	7076	7160	15034
DECATUR__KS	424	1255	1759
DICKINSON__KS	2413	5243	8092
DONIPHAN__KS	1134	2350	3649
DOUGLAS__KS	18249	17062	39838
EDWARDS__KS	447	1062	1563
ELK__KS	402	1080	1550
ELLIS__KS	3926	6516	11160
ELLSWORTH__KS	825	1845	2839
FINNEY__KS	2431	6442	9150
FORD__KS	2566	6050	8917
FRANKLIN__KS	3321	5925	9658
GEARY__KS	2660	3977	6866
GOVE__KS	296	1122	1495
GRAHAM__KS	346	1058	1474
GRANT__KS	683	2126	2856
GRAY__KS	482	1631	2160
GREELEY__KS	143	628	803
GREENWOOD__KS	1027	2392	3561
HAMILTON__KS	264	901	1192
HARPER__KS	869	2076	3055
HARVEY__KS	4591	8271	13684
HASKELL__KS	263	1323	1616
HODGEMAN__KS	217	835	1088
JACKSON__KS	1990	3001	5250
JEFFERSON__KS	3000	4423	7877
JEWELL__KS	380	1400	1877
JOHNSON__KS	79118	129965	217536
KEARNY__KS	320	1084	1435
KINGMAN__KS	991	2672	3808
KIOWA__KS	294	1262	1608
LABETTE__KS	3745	4475	8538
LANE__KS	252	846	1133
LEAVENWORTH__KS	9733	12583	23271
LINCOLN__KS	469	1295	1890
LINN__KS	1587	2513	4259
LOGAN__KS	231	1088	1397
LYON__KS	5190	6652	12455
MCPHERSON__KS	3272	8501	12461
MARION__KS	1475	4156	5903
MARSHALL__KS	1831	3066	5115
MEADE__KS	400	1604	2053
MIAMI__KS	4554	6611	11607
MITCHELL__KS	751	2350	3266
MONTGOMERY__KS	4770	8496	13745
MORRIS__KS	882	1599	2641
MORTON__KS	321	1203	1557
NEMAHA__KS	1494	3578	5290
NEOSHO__KS	2588	4014	6886
NESS__KS	383	1420	1876
NORTON__KS	598	1744	2451
OSAGE__KS	2530	3770	6613
OSBORNE__KS	484	1432	2030
OTTAWA__KS	631	1977	2791
PAWNEE__KS	968	1850	2940
PHILLIPS__KS	611	2057	2792
POTTAWATOMIE__KS	2037	4985	7731
PRATT__KS	1314	2885	4416
RAWLINS__KS	306	1349	1740
RENO__KS	9025	15179	25430
REPUBLIC__KS	604	2239	2985
RICE__KS	1422	2903	4520
RILEY__KS	6188	10672	18253
ROOKS__KS	597	2016	2775
RUSH__KS	505	1235	1854
RUSSELL__KS	886	2434	3482
SALINE__KS	7487	12412	21527
SCOTT__KS	418	1811	2303
SEDGWICK__KS	62561	93724	163417
SEWARD__KS	1126	3869	5096
SHAWNEE__KS	34818	35894	74373
SHERIDAN__KS	281	1132	1489
SHERMAN__KS	681	1894	2682
SMITH__KS	534	1534	2184
STAFFORD__KS	567	1546	2200
STANTON__KS	215	785	1029
STEVENS__KS	345	1714	2111
SUMNER__KS	3549	6176	10232
THOMAS__KS	807	2822	3780
TREGO__KS	516	1220	1837
WABAUNSEE__KS	1025	2182	3420
WALLACE__KS	103	737	861
WASHINGTON__KS	687	2446	3267
WICHITA__KS	207	859	1090
WILSON__KS	1186	2748	4095
WOODSON__KS	521	974	1595
WYANDOTTE__KS	32411	14024	48272
ADAIR__KY	1779	5460	7328
ALLEN__KY	1950	4415	6429
ANDERSON__KY	2902	4909	7967
BALLARD__KY	1880	1824	3770
BARREN__KY	4930	8741	13844
BATH__KY	2087	2303	4473
BELL__KY	4787	5585	10611
BOONE__KY	9248	22016	31984
BOURBON__KY	3048	3881	7102
BOYD__KY	9541	9247	19182
BOYLE__KY	3963	6126	10326
BRACKEN__KY	888	2065	3019
BREATHITT__KY	2902	2084	5073
BRECKINRIDGE__KY	2595	4763	7453
BULLITT__KY	8195	14054	22701
BUTLER__KY	1299	3654	5010
CALDWELL__KY	2223	3161	5482
CALLOWAY__KY	5635	7705	13673
CAMPBELL__KY	12040	20789	33829
CARLISLE__KY	1149	1405	2593
CARROLL__KY	1601	1818	3499
CARTER__KY	4182	4617	8959
CASEY__KY	1122	4284	5469
CHRISTIAN__KY	6778	10787	17773
CLARK__KY	4918	7297	12473
CLAY__KY	1723	4926	6719
CLINTON__KY	1032	3224	4305
CRITTENDEN__KY	1610	2469	4154
CUMBERLAND__KY	736	2220	3006
DAVIESS__KY	14126	21361	36240
EDMONSON__KY	1710	3250	4995
ELLIOTT__KY	1525	827	2381
ESTILL__KY	1591	3033	4710
FAYETTE__KY	47277	54495	105477
FLEMING__KY	1813	3282	5179
FLOYD__KY	10088	5068	15394
FRANKLIN__KY	10853	10209	21654
FULTON__KY	1452	1293	2788
GALLATIN__KY	1049	1345	2459
GARRARD__KY	1713	4043	5823
GRANT__KY	2568	4405	7103
GRAVES__KY	6097	7849	14231
GRAYSON__KY	2604	5843	8558
GREEN__KY	1085	3615	4756
GREENUP__KY	7164	7233	14663
HANCOCK__KY	1508	2032	3610
HARDIN__KY	11095	18964	30690
HARLAN__KY	5365	4980	10535
HARRISON__KY	2658	3793	6611
HART__KY	2201	3725	6019
HENDERSON__KY	8054	7698	16039
HENRY__KY	2117	3244	5473
HICKMAN__KY	940	1151	2124
HOPKINS__KY	6734	9490	16489
JACKSON__KY	701	4079	4855
JEFFERSON__KY	149901	145052	302362
JESSAMINE__KY	4633	10074	15061
JOHNSON__KY	3251	4783	8180
KENTON__KY	19100	35363	56249
KNOTT__KY	4349	2029	6458
KNOX__KY	3690	6058	9910
LARUE__KY	1727	3384	5179
LAUREL__KY	4856	13029	18120
LAWRENCE__KY	2258	2969	5307
LEE__KY	836	1893	2764
LESLIE__KY	1210	3159	4434
LETCHER__KY	4698	4092	8985
LEWIS__KY	1293	3217	4568
LINCOLN__KY	2678	4795	7597
LIVINGSTON__KY	2022	2118	4230
LOGAN__KY	3885	5344	9332
LYON__KY	1680	1688	3420
MCCRACKEN__KY	11412	14745	26689
MCCREARY__KY	1418	3321	4799
MCLEAN__KY	1747	2219	4022
MADISON__KY	9309	13682	23666
MAGOFFIN__KY	2603	2785	5453
MARION__KY	2778	3259	6176
MARSHALL__KY	6203	7294	13761
MARTIN__KY	1714	2667	4456
MASON__KY	2178	3572	5873
MEADE__KY	3596	5319	9071
MENIFEE__KY	1038	1170	2249
MERCER__KY	3092	5362	8632
METCALFE__KY	1318	2476	3849
MONROE__KY	1158	4377	5569
MONTGOMERY__KY	3833	4534	8519
MORGAN__KY	1875	2295	4240
MUHLENBERG__KY	6295	5518	11956
NELSON__KY	5481	7714	13488
NICHOLAS__KY	994	1613	2673
OHIO__KY	3303	5413	8882
OLDHAM__KY	6236	13580	20268
OWEN__KY	1394	2582	4070
OWSLEY__KY	339	1466	1826
PENDLETON__KY	1670	3044	4803
PERRY__KY	5514	5300	11000
PIKE__KY	13611	11005	24935
POWELL__KY	2008	2258	4362
PULASKI__KY	5415	15845	21541
ROBERTSON__KY	341	630	998
ROCKCASTLE__KY	1174	3992	5247
ROWAN__KY	3505	3546	7226
RUSSELL__KY	1710	5268	7074
SCOTT__KY	5472	7952	13786
SHELBY__KY	4435	8068	12738
SIMPSON__KY	2583	3169	5824
SPENCER__KY	1554	3150	4772
TAYLOR__KY	2790	6151	9051
TODD__KY	1496	2646	4187
TRIGG__KY	2110	3130	5344
TRIMBLE__KY	1181	1837	3081
UNION__KY	2547	2749	5368
WARREN__KY	12180	20235	32975
WASHINGTON__KY	1458	3044	4588
WAYNE__KY	2312	4069	6474
WEBSTER__KY	2388	2599	5072
WHITLEY__KY	4101	7502	11774
WOLFE__KY	1136	1267	2425
WOODFORD__KY	3995	5890	10137
ACADIA__LA	8892	13814	23238
ALLEN__LA	3914	4035	8292
ASCENSION__LA	13385	16818	30844
ASSUMPTION__LA	5222	4388	10053
AVOYELLES__LA	6701	7329	14653
BEAUREGARD__LA	3958	7862	12205
BIENVILLE__LA	3413	3269	7006
BOSSIER__LA	11933	23224	35915
CADDO__LA	47530	46807	95639
CALCASIEU__LA	33919	38086	73636
CALDWELL__LA	1359	2817	4328
CAMERON__LA	1435	2593	4183
CATAHOULA__LA	1718	2912	4765
CLAIBORNE__LA	2721	3384	6281
CONCORDIA__LA	3569	4627	8499
DE_SOTO__LA	5036	5260	10596
EAST_BATON_ROUGE__LA	76516	89128	168989
EAST_CARROLL__LA	1876	1280	3245
EAST_FELICIANA__LA	3870	4051	8099
EVANGELINE__LA	5763	7290	13612
FRANKLIN__LA	2792	5363	8356
GRANT__LA	2099	4784	7055
IBERIA__LA	11762	17236	30020
IBERVILLE__LA	8355	5573	14503
JACKSON__LA	2582	4347	7106
JEFFERSON__LA	70411	105003	179151
JEFFERSON_DAVIS__LA	5162	6945	12546
LAFAYETTE__LA	27190	48491	78293
LAFOURCHE__LA	14627	18575	34449
LASALLE__LA	1397	4564	6108
LINCOLN__LA	6851	9246	16551
LIVINGSTON__LA	11008	24889	36865
MADISON__LA	2489	2127	4743
MOREHOUSE__LA	5289	6641	12321
NATCHITOCHES__LA	6924	7332	14857
ORLEANS__LA	137630	39404	181221
OUACHITA__LA	21457	35107	58211
PLAQUEMINES__LA	4425	6302	10931
POINTE_COUPEE__LA	5813	4710	10832
RAPIDES__LA	18898	28831	49024
RED_RIVER__LA	2177	2200	4522
RICHLAND__LA	3282	4895	8485
SABINE__LA	2846	5754	8862
ST__BERNARD__LA	11682	16255	28621
ST__CHARLES__LA	8918	11981	21510
ST__HELENA__LA	3059	1965	5254
ST__JAMES__LA	6523	3813	10705
ST__JOHN_THE_BAPTIST__LA	9745	7423	17713
ST__LANDRY__LA	18067	15449	34151
ST__MARTIN__LA	9853	9961	20778
ST__MARY__LA	9851	11325	21810
ST__TAMMANY__LA	22722	59193	83737
TANGIPAHOA__LA	15843	20421	37155
TENSAS__LA	1580	1330	3010
TERREBONNE__LA	14414	21314	36675
UNION__LA	3205	5772	9343
VERMILION__LA	8704	12495	22235
VERNON__LA	4655	8794	13827
WASHINGTON__LA	7399	8983	16887
WEBSTER__LA	7197	9420	17090
WEST_BATON_ROUGE__LA	5058	4924	10169
WEST_CARROLL__LA	1319	3220	4675
WEST_FELICIANA__LA	2187	2512	4860
WINN__LA	2167	4028	6361
ANDROSCOGGIN__ME	26251	19948	49245
AROOSTOOK__ME	17196	16555	35143
CUMBERLAND__ME	74203	58543	142620
FRANKLIN__ME	7593	6459	15448
HANCOCK__ME	12983	12732	28574
KENNEBEC__ME	31198	23967	58907
KNOX__ME	9453	8968	20501
LINCOLN__ME	8634	9457	19671
OXFORD__ME	13649	11835	27493
PENOBSCOT__ME	32868	35620	73206
PISCATAQUIS__ME	3745	4845	9256
SAGADAHOC__ME	8844	8052	18406
SOMERSET__ME	11538	10684	23951
WALDO__ME	8477	8689	19138
WASHINGTON__ME	6701	7958	15708
YORK__ME	46618	42304	94550
ALLEGANY__MD	10894	14656	26371
ANNE_ARUNDEL__MD	89624	104209	200657
BALTIMORE_COUNTY__MD	160635	133033	304084
CALVERT__MD	12986	16004	29806
CAROLINE__MD	3396	5300	8952
CARROLL__MD	20146	41742	64027
CECIL__MD	12327	15494	28876
CHARLES__MD	21873	21768	44592
DORCHESTER__MD	5232	5847	11392
FREDERICK__MD	30725	45350	78661
GARRETT__MD	2872	7514	10655
HARFORD__MD	35665	52862	91424
HOWARD__MD	58556	49809	112779
KENT__MD	3627	4155	8085
MONTGOMERY__MD	232453	124580	371688
PRINCE_GEORGE_S__MD	216119	49987	271909
QUEEN_ANNE_S__MD	6257	9970	16761
ST_MARY_S__MD	11912	16856	29501
SOMERSET__MD	3785	3609	7604
TALBOT__MD	5854	8874	15234
WASHINGTON__MD	18221	27948	47470
WICOMICO__MD	14469	16338	31795
WORCESTER__MD	9389	10742	20753
BALTIMORE_CITY__MD	158765	27150	192404
BARNSTABLE__MA	62363	49686	121086
BERKSHIRE__MA	37934	15805	59411
BRISTOL__MA	136325	62848	211337
DUKES__MA	5474	2315	8856
ESSEX__MA	178400	110010	310333
FRANKLIN__MA	17945	10176	33366
HAMPDEN__MA	100103	59558	172093
HAMPSHIRE__MA	38543	19202	68626
MIDDLESEX__MA	404043	198914	657048
NANTUCKET__MA	2874	1624	4926
NORFOLK__MA	188450	107033	317177
PLYMOUTH__MA	115376	82751	211577
SUFFOLK__MA	154888	44441	217000
WORCESTER__MA	173769	114139	310148
ALCONA__MI	2696	3152	5997
ALGER__MI	2071	2142	4366
ALLEGAN__MI	15495	28197	44891
ALPENA__MI	7053	6769	14132
ANTRIM__MI	4329	6780	11507
ARENAC__MI	3685	3421	7267
BARAGA__MI	1400	1836	3393
BARRY__MI	9769	15716	26244
BAY__MI	28251	22150	51636
BENZIE__MI	3546	4172	8072
BERRIEN__MI	28152	35689	65241
BRANCH__MI	6691	8743	15783
CALHOUN__MI	27312	26291	55080
CASS__MI	8808	10545	19825
CHARLEVOIX__MI	4958	7018	12487
CHEBOYGAN__MI	5484	6815	12617
CHIPPEWA__MI	6370	7526	14354
CLARE__MI	6287	5937	12607
CLINTON__MI	13394	18054	32199
CRAWFORD__MI	2790	3345	6364
DELTA__MI	7970	8871	17316
DICKINSON__MI	5533	6932	12832
EATON__MI	23211	24803	49272
EMMET__MI	5451	8602	14711
GENESEE__MI	119833	66641	190865
GLADWIN__MI	5573	5743	11629
GOGEBIC__MI	4066	3929	8339
GRAND_TRAVERSE__MI	14371	22358	38229
GRATIOT__MI	6538	8312	15179
HILLSDALE__MI	6495	10483	17473
HOUGHTON__MI	5688	7895	14216
HURON__MI	6899	8911	16095
INGHAM__MI	69231	47314	120595
IONIA__MI	9481	13915	23970
IOSCO__MI	6505	6345	13222
IRON__MI	3014	2967	6188
ISABELLA__MI	10228	10053	21069
JACKSON__MI	28160	32066	61946
KALAMAZOO__MI	48807	48254	100656
KALKASKA__MI	2774	3842	6849
KENT__MI	95442	148602	250318
KEWEENAW__MI	540	740	1343
LAKE__MI	2584	1961	4693
LAPEER__MI	15749	20351	37234
LEELANAU__MI	4635	6840	12009
LENAWEE__MI	18365	20681	40093
LIVINGSTON__MI	28780	44637	75475
LUCE__MI	956	1480	2536
MACKINAC__MI	2533	3272	5970
MACOMB__MI	172625	164265	345559
MANISTEE__MI	5639	5401	11428
MARQUETTE__MI	15503	12577	29179
MASON__MI	5579	7066	13016
MECOSTA__MI	6300	8072	14754
MENOMINEE__MI	4597	5529	10434
MIDLAND__MI	15959	21887	38888
MISSAUKEE__MI	2062	4274	6496
MONROE__MI	31555	28940	61795
MONTCALM__MI	9627	12696	22904
MONTMORENCY__MI	2139	2750	5009
MUSKEGON__MI	37865	30028	69270
NEWAYGO__MI	7677	11399	19557
OAKLAND__MI	281201	274319	570265
OCEANA__MI	4597	5913	10772
OGEMAW__MI	4896	4706	9855
ONTONAGON__MI	1514	2472	4151
OSCEOLA__MI	4006	5680	9930
OSCODA__MI	1677	2207	3992
OTSEGO__MI	4034	6108	10505
OTTAWA__MI	29600	78703	110599
PRESQUE_ISLE__MI	3242	3660	7080
ROSCOMMON__MI	6433	6190	12928
SAGINAW__MI	50825	41152	93756
ST__CLAIR__MI	33002	33571	68516
ST__JOSEPH__MI	8574	12906	22024
SANILAC__MI	7153	10966	18566
SCHOOLCRAFT__MI	2036	2088	4198
SHIAWASSEE__MI	15520	15816	32218
TUSCOLA__MI	10845	13213	24652
VAN_BUREN__MI	13796	14792	29482
WASHTENAW__MI	86647	52459	144940
WAYNE__MI	530414	223021	768627
WEXFORD__MI	5326	7215	12982
AITKIN__MN	3830	3755	8260
ANOKA__MN	68008	69256	145619
BECKER__MN	5253	8152	14333
BELTRAMI__MN	7301	8346	17217
BENTON__MN	6009	7663	14908
BIG_STONE__MN	1430	1370	2980
BLUE_EARTH__MN	12329	12942	27402
BROWN__MN	4650	7370	12834
CARLTON__MN	8620	5578	15081
CARVER__MN	12462	20790	35021
CASS__MN	5534	7134	13593
CHIPPEWA__MN	2952	2977	6352
CHISAGO__MN	9593	10937	21987
CLAY__MN	10128	11712	23358
CLEARWATER__MN	1466	2137	3824
COOK__MN	1171	1295	2820
COTTONWOOD__MN	2503	3369	6181
CROW_WING__MN	11255	15035	28128
DAKOTA__MN	85446	87250	182249
DODGE__MN	3370	4213	8050
DOUGLAS__MN	6352	9811	17205
FARIBAULT__MN	3624	4336	8424
FILLMORE__MN	5020	4646	10223
FREEBORN__MN	8514	6843	16139
GOODHUE__MN	9981	10852	22257
GRANT__MN	1507	1804	3624
HENNEPIN__MN	307599	225657	573846
HOUSTON__MN	4502	5077	10167
HUBBARD__MN	3632	5307	9613
ISANTI__MN	6247	7668	14929
ITASCA__MN	10583	9545	21714
JACKSON__MN	2364	2773	5438
KANABEC__MN	2831	3480	6811
KANDIYOHI__MN	8220	10026	19285
KITTSON__MN	1107	1353	2637
KOOCHICHING__MN	2903	3523	6879
LAC_QUI_PARLE__MN	2244	1941	4453
LAKE__MN	3579	2465	6563
LAKE_OF_THE_WOODS__MN	848	1216	2187
LE_SUEUR__MN	5361	6138	12331
LINCOLN__MN	1590	1513	3284
LYON__MN	4737	6087	11489
MCLEOD__MN	5609	8782	15394
MAHNOMEN__MN	921	1122	2224
MARSHALL__MN	1910	2912	5199
MARTIN__MN	4166	5686	10371
MEEKER__MN	4402	5520	10672
MILLE_LACS__MN	4376	5223	10253
MORRISON__MN	5274	8197	14677
MOWER__MN	10693	6873	18480
MURRAY__MN	2093	2407	4753
NICOLLET__MN	7041	7221	15327
NOBLES__MN	3760	4766	8872
NORMAN__MN	1575	1808	3641
OLMSTED__MN	25822	30641	59392
OTTER_TAIL__MN	9844	16963	28511
PENNINGTON__MN	2458	3380	6320
PINE__MN	6148	5854	13068
PIPESTONE__MN	1970	2693	4894
POLK__MN	5764	7609	14140
POPE__MN	2771	2808	5987
RAMSEY__MN	138470	87669	244278
RED_LAKE__MN	830	1090	2090
REDWOOD__MN	2681	4589	7748
RENVILLE__MN	3533	4036	8122
RICE__MN	13140	10876	26021
ROCK__MN	2081	2772	5010
ROSEAU__MN	2128	4695	7166
ST__LOUIS__MN	64237	35420	107464
SCOTT__MN	17503	23954	43793
SHERBURNE__MN	12109	16813	30835
SIBLEY__MN	2687	4087	7335
STEARNS__MN	24800	32402	62476
STEELE__MN	6900	8223	16066
STEVENS__MN	2434	2831	5752
SWIFT__MN	2698	2376	5437
TODD__MN	4132	6031	11092
TRAVERSE__MN	884	1074	2106
WABASHA__MN	4522	5245	10531
WADENA__MN	2251	3733	6382
WASECA__MN	3694	4608	8864
WASHINGTON__MN	49637	51502	107009
WATONWAN__MN	2258	2562	5134
WILKIN__MN	1046	2032	3305
WINONA__MN	11069	10773	23918
WRIGHT__MN	16762	23861	43366
YELLOW_MEDICINE__MN	2528	2598	5515
ADAMS__MS	8065	6691	14879
ALCORN__MS	5059	7254	12638
AMITE__MS	2673	3677	6408
ATTALA__MS	2922	4206	7173
BENTON__MS	1886	1561	3481
BOLIVAR__MS	8436	4847	13538
CALHOUN__MS	2251	3448	5758
CARROLL__MS	1726	3165	4924
CHICKASAW__MS	3519	3549	7175
CHOCTAW__MS	1278	2398	3719
CLAIBORNE__MS	3670	883	4615
CLARKE__MS	2368	4503	6919
CLAY__MS	4515	3570	8165
COAHOMA__MS	5662	3695	9553
COPIAH__MS	4845	5643	10587
COVINGTON__MS	2623	4180	6881
DESOTO__MS	9586	24879	34936
FORREST__MS	8500	13281	22251
FRANKLIN__MS	1486	2427	3953
GEORGE__MS	1977	5143	7284
GREENE__MS	1317	3082	4436
GRENADA__MS	4163	5129	9385
HANCOCK__MS	4801	9326	14548
HARRISON__MS	19142	32256	52616
HINDS__MS	46789	37753	87770
HOLMES__MS	5447	1937	7422
HUMPHREYS__MS	2288	1628	3944
ISSAQUENA__MS	555	366	941
ITAWAMBA__MS	2994	5424	8564
JACKSON__MS	14193	30068	45107
JASPER__MS	3104	3294	6447
JEFFERSON__MS	2786	600	3408
JEFFERSON_DAVIS__MS	2835	2437	5317
JONES__MS	7713	16341	24340
KEMPER__MS	2311	1915	4261
LAFAYETTE__MS	5139	7081	12678
LAMAR__MS	3478	12795	16602
LAUDERDALE__MS	8412	17315	25970
LAWRENCE__MS	2841	3674	6587
LEAKE__MS	2793	4114	6952
LEE__MS	9142	15551	25094
LEFLORE__MS	6401	4626	11276
LINCOLN__MS	4358	8540	13000
LOWNDES__MS	7537	11404	19230
MADISON__MS	10416	19109	29859
MARION__MS	4114	6796	10998
MARSHALL__MS	7735	4723	12592
MONROE__MS	5783	7397	13360
MONTGOMERY__MS	2187	2630	4849
NESHOBA__MS	2563	6409	9066
NEWTON__MS	2147	5540	7738
NOXUBEE__MS	3383	1530	4954
OKTIBBEHA__MS	6443	7959	14804
PANOLA__MS	5880	5424	11389
PEARL_RIVER__MS	4611	11575	16477
PERRY__MS	1285	3026	4359
PIKE__MS	6544	7464	14166
PONTOTOC__MS	2771	6601	9510
PRENTISS__MS	3287	5101	8482
QUITMAN__MS	2103	1280	3413
RANKIN__MS	8050	32983	41435
SCOTT__MS	3548	5601	9206
SHARKEY__MS	1706	1074	2903
SIMPSON__MS	3227	6254	9574
SMITH__MS	1620	4838	6528
STONE__MS	1677	3702	5523
SUNFLOWER__MS	4981	3369	8415
TALLAHATCHIE__MS	3041	2428	5523
TATE__MS	3441	5148	8693
TIPPAH__MS	2908	5381	8403
TISHOMINGO__MS	2747	4122	6992
TUNICA__MS	1539	792	2366
UNION__MS	3094	6087	9311
WALTHALL__MS	2356	3476	5895
WARREN__MS	7485	10892	18623
WASHINGTON__MS	10405	7367	18328
WAYNE__MS	2981	4635	7705
WEBSTER__MS	1426	3069	4545
WILKINSON__MS	2551	1423	4098
WINSTON__MS	3672	4645	8368
YALOBUSHA__MS	2674	2470	5228
YAZOO__MS	4997	5254	10516
ADAIR__MO	4101	6050	10552
ANDREW__MO	2795	4257	7274
ATCHISON__MO	1013	1798	2871
AUDRAIN__MO	4551	5256	9985
BARRY__MO	4135	7885	12368
BARTON__MO	1424	3836	5366
BATES__MO	3386	4245	7792
BENTON__MO	3150	4218	7534
BOLLINGER__MO	1692	3487	5294
BOONE__MO	28811	28426	59609
BUCHANAN__MO	17085	16423	34751
BUTLER__MO	4996	9111	14397
CALDWELL__MO	1488	2220	3850
CALLAWAY__MO	6708	8238	15308
CAMDEN__MO	6323	10358	17099
CAPE_GIRARDEAU__MO	9334	19832	29859
CARROLL__MO	1620	2880	4581
CARTER__MO	997	1730	2808
CASS__MO	14921	20113	35869
CEDAR__MO	1979	3530	5663
CHARITON__MO	1792	2300	4154
CHRISTIAN__MO	7896	14824	23228
CLARK__MO	1812	1899	3802
CLAY__MO	39084	39083	80173
CLINTON__MO	3994	4323	8531
COLE__MO	12056	20167	32775
COOPER__MO	2567	4072	6790
CRAWFORD__MO	3350	4754	8302
DADE__MO	1193	2468	3752
DALLAS__MO	2311	3723	6219
DAVIESS__MO	1367	2011	3494
DEKALB__MO	1562	2363	4049
DENT__MO	1839	3996	5988
DOUGLAS__MO	1546	3599	5281
DUNKLIN__MO	4947	5426	10525
FRANKLIN__MO	16172	21863	39194
GASCONADE__MO	2257	4190	6629
GENTRY__MO	1271	1771	3105
GREENE__MO	41091	59178	102926
GRUNDY__MO	1563	2976	4708
HARRISON__MO	1328	2552	3991
HENRY__MO	4459	5120	9778
HICKORY__MO	1961	2172	4238
HOLT__MO	871	1738	2662
HOWARD__MO	1944	2414	4512
