_PARTIES	Democrat	Republican	Total
JASPER__MO	13002	31846	45085
JEFFERSON__MO	46057	46624	93264
JOHNSON__MO	7790	12257	20236
KNOX__MO	761	1207	1978
LACLEDE__MO	4213	10578	14869
LAFAYETTE__MO	6412	9656	16182
LAWRENCE__MO	4506	11194	15806
LEWIS__MO	1754	2862	4644
LINCOLN__MO	8368	11316	19839
LINN__MO	2440	3422	5898
LIVINGSTON__MO	2278	4029	6346
MCDONALD__MO	2215	5443	7725
MACON__MO	2856	4673	7570
MADISON__MO	1972	2905	4918
MARIES__MO	1563	2825	4424
MARION__MO	4568	7815	12453
MERCER__MO	582	1207	1817
MILLER__MO	2959	7797	10831
MISSISSIPPI__MO	2374	2903	5298
MONITEAU__MO	1913	4743	6691
MONROE__MO	1647	2632	4307
MONTGOMERY__MO	2147	3563	5760
MORGAN__MO	3053	5657	8771
NEW_MADRID__MO	3716	4154	7907
NEWTON__MO	6564	17187	23889
NODAWAY__MO	3830	6226	10119
OREGON__MO	1823	2769	4673
OSAGE__MO	1673	4975	6671
OZARK__MO	1561	3083	4707
PEMISCOT__MO	3381	3398	6806
PERRY__MO	2621	5583	8247
PETTIS__MO	5801	11603	17496
PHELPS__MO	6666	11874	18700
PIKE__MO	3670	4314	8040
PLATTE__MO	18412	23302	41970
POLK__MO	3775	8586	12453
PULASKI__MO	3551	8618	12221
PUTNAM__MO	772	1660	2445
RALLS__MO	2031	2986	5034
RANDOLPH__MO	3586	6551	10198
RAY__MO	5034	5673	10788
REYNOLDS__MO	1449	1896	3364
RIPLEY__MO	1907	3693	5653
ST__CHARLES__MO	66855	95826	163488
ST__CLAIR__MO	1841	3098	4965
SAINTE_GENEVIEVE__MO	4281	3791	8146
ST__FRANCOIS__MO	10748	12087	22933
ST__LOUIS_CO___MO	295284	244969	542983
SALINE__MO	4479	5389	9939
SCHUYLER__MO	894	1124	2031
SCOTLAND__MO	828	1352	2197
SCOTT__MO	6057	11330	17448
SHANNON__MO	1618	2511	4167
SHELBY__MO	1201	2280	3502
STODDARD__MO	3946	9242	13252
STONE__MO	4578	10534	15189
SULLIVAN__MO	1178	1880	3089
TANEY__MO	5601	13578	19280
TEXAS__MO	3664	7234	11018
VERNON__MO	3206	5732	8992
WARREN__MO	5461	7883	13432
WASHINGTON__MO	4459	4641	9178
WAYNE__MO	2250	3919	6204
WEBSTER__MO	4657	10194	14944
WORTH__MO	436	691	1132
WRIGHT__MO	2188	6090	8346
ST__LOUIS__MO	116133	27793	144638
BEAVERHEAD__MT	1103	3067	4242
BIG_HORN__MT	2215	2028	4311
BLAINE__MT	1300	1424	2768
BROADWATER__MT	533	1778	2353
CARBON__MT	1847	3342	5321
CARTER__MT	76	623	709
CASCADE__MT	13701	19028	33459
CHOUTEAU__MT	946	1913	2921
CUSTER__MT	1630	3297	5048
DANIELS__MT	326	764	1119
DAWSON__MT	1494	2884	4484
DEER_LODGE__MT	2700	1725	4543
FALLON__MT	289	1178	1491
FERGUS__MT	1582	4425	6127
FLATHEAD__MT	11587	26019	38678
GALLATIN__MT	16405	22392	39841
GARFIELD__MT	52	590	655
GLACIER__MT	2641	1828	4562
GOLDEN_VALLEY__MT	119	396	522
GRANITE__MT	404	1144	1605
HILL__MT	2997	3505	6657
JEFFERSON__MT	1881	3844	5868
JUDITH_BASIN__MT	322	944	1286
LAKE__MT	4960	7245	12576
LEWIS_AND_CLARK__MT	12717	16494	29842
LIBERTY__MT	281	734	1033
LINCOLN__MT	2320	5889	8447
MCCONE__MT	320	791	1137
MADISON__MT	983	2868	3933
MEAGHER__MT	247	698	973
MINERAL__MT	542	1242	1837
MISSOULA__MT	26983	23989	52452
MUSSELSHELL__MT	538	1663	2247
PARK__MT	3199	4771	8217
PETROLEUM__MT	55	228	292
PHILLIPS__MT	456	1677	2170
PONDERA__MT	956	1853	2860
POWDER_RIVER__MT	154	856	1029
POWELL__MT	761	1993	2830
PRAIRIE__MT	181	546	736
RAVALLI__MT	6144	13279	19866
RICHLAND__MT	1120	3110	4308
ROOSEVELT__MT	2195	1762	4028
ROSEBUD__MT	1520	1982	3585
SANDERS__MT	1502	3461	5153
SHERIDAN__MT	846	1159	2038
SILVER_BOW__MT	9307	6381	16084
STILLWATER__MT	1025	3090	4213
SWEET_GRASS__MT	445	1509	1983
TETON__MT	1047	2232	3359
TOOLE__MT	690	1583	2311
TREASURE__MT	121	348	482
VALLEY__MT	1431	2476	4018
WHEATLAND__MT	250	706	979
WIBAUX__MT	144	407	560
YELLOWSTONE__MT	24120	40903	66286
ADAMS__NE	3791	9233	13286
ANTELOPE__NE	613	2761	3424
ARTHUR__NE	24	240	266
BANNER__NE	56	379	437
BLAINE__NE	38	301	339
BOONE__NE	546	2309	2895
BOX_BUTTE__NE	1657	3396	5152
BOYD__NE	228	911	1148
BROWN__NE	268	1426	1733
BUFFALO__NE	4100	14222	18608
BURT__NE	1272	2349	3668
BUTLER__NE	1068	3016	4168
CASS__NE	3619	7763	11529
CEDAR__NE	1083	3387	4536
CHASE__NE	302	1652	1973
CHERRY__NE	483	2509	3042
CHEYENNE__NE	893	3791	4746
CLAY__NE	743	2543	3337
COLFAX__NE	990	2589	3633
CUMING__NE	966	3330	4349
CUSTER__NE	1040	4518	5612
DAKOTA__NE	3027	3526	6615
DAWES__NE	1119	2809	3994
DAWSON__NE	1728	6149	7956
DEUEL__NE	222	820	1053
DIXON__NE	938	2028	3009
DODGE__NE	5250	10716	16172
DOUGLAS__NE	83330	120813	207071
DUNDY__NE	186	858	1053
FILLMORE__NE	828	2314	3193
FRANKLIN__NE	412	1277	1714
FRONTIER__NE	275	1160	1467
FURNAS__NE	492	1950	2467
GAGE__NE	3655	6575	10384
GARDEN__NE	201	970	1183
GARFIELD__NE	196	806	1017
GOSPER__NE	222	890	1119
GRANT__NE	41	352	396
GREELEY__NE	361	865	1248
HALL__NE	6228	14592	21154
HAMILTON__NE	1012	3785	4866
HARLAN__NE	398	1467	1897
HAYES__NE	66	524	598
HITCHCOCK__NE	296	1171	1486
HOLT__NE	894	4217	5174
HOOKER__NE	64	392	461
HOWARD__NE	900	2020	2979
JEFFERSON__NE	1352	2600	4011
JOHNSON__NE	885	1470	2394
KEARNEY__NE	707	2621	3379
KEITH__NE	743	3356	4137
KEYA_PAHA__NE	98	442	549
KIMBALL__NE	366	1491	1877
KNOX__NE	1086	3062	4213
LANCASTER__NE	52747	69764	124509
LINCOLN__NE	4905	11056	16199
LOGAN__NE	67	357	429
LOUP__NE	68	314	386
MCPHERSON__NE	49	259	312
MADISON__NE	2934	10981	14089
MERRICK__NE	833	2771	3657
MORRILL__NE	495	1755	2293
NANCE__NE	459	1237	1731
NEMAHA__NE	1066	2595	3715
NUCKOLLS__NE	541	1884	2471
OTOE__NE	2275	5018	7386
PAWNEE__NE	481	986	1483
PERKINS__NE	262	1285	1558
PHELPS__NE	830	3872	4743
PIERCE__NE	546	2824	3398
PLATTE__NE	2657	11130	13987
POLK__NE	549	2146	2727
RED_WILLOW__NE	1055	4129	5258
RICHARDSON__NE	1297	2924	4278
ROCK__NE	130	740	883
SALINE__NE	2420	3071	5566
SARPY__NE	17455	40163	58334
SAUNDERS__NE	2884	6441	9489
SCOTTS_BLUFF__NE	3843	10378	14390
SEWARD__NE	2114	5353	7565
SHERIDAN__NE	430	2136	2599
SHERMAN__NE	541	1072	1643
SIOUX__NE	123	677	809
STANTON__NE	559	2159	2745
THAYER__NE	764	2075	2878
THOMAS__NE	60	378	444
THURSTON__NE	1212	1154	2387
VALLEY__NE	564	1801	2391
WASHINGTON__NE	2754	7083	9950
WAYNE__NE	1059	2971	4085
WEBSTER__NE	557	1403	2002
WHEELER__NE	81	366	453
YORK__NE	1304	5393	6797
CHURCHILL__NV	2705	7335	10237
CLARK__NV	281767	255337	545397
DOUGLAS__NV	8275	15192	23898
ELKO__NV	3050	11938	15309
ESMERALDA__NV	99	367	481
EUREKA__NV	144	571	738
HUMBOLDT__NV	1361	3896	5367
LANDER__NV	414	1602	2053
LINCOLN__NV	418	1579	2047
LYON__NV	5637	11136	17151
MINERAL__NV	931	1336	2327
NYE__NV	5616	8487	14510
PERSHING__NV	538	1341	1917
STOREY__NV	871	1253	2168
WASHOE__NV	74841	81545	159079
WHITE_PINE__NV	1082	2604	3802
CARSON_CITY__NV	9441	13171	23106
BELKNAP__NH	14080	17920	32298
CARROLL__NH	13319	14614	28222
CHESHIRE__NH	24438	16463	41337
COOS__NH	8585	8143	16919
GRAFTON__NH	26180	20277	46962
HILLSBOROUGH__NH	94121	99724	195427
MERRIMACK__NH	39975	36060	76655
ROCKINGHAM__NH	75437	82069	158766
STRAFFORD__NH	32942	25825	59280
SULLIVAN__NH	11434	10142	21796
ATLANTIC__NJ	55746	49487	106097
BERGEN__NJ	207666	189833	400244
BURLINGTON__NJ	110411	95936	207956
CAMDEN__NJ	137765	81427	220933
CAPE_MAY__NJ	21475	28832	50762
CUMBERLAND__NJ	27875	24362	53185
ESSEX__NJ	203681	83374	289348
GLOUCESTER__NJ	66835	60033	127964
HUDSON__NJ	127447	60646	189446
HUNTERDON__NJ	26050	39888	66680
MERCER__NJ	91580	56604	149510
MIDDLESEX__NJ	166628	126492	295805
MONMOUTH__NJ	133773	163650	299939
MORRIS__NJ	98066	135241	235154
OCEAN__NJ	99839	152204	254306
PASSAIC__NJ	94962	75200	171311
SALEM__NJ	13749	15721	29781
SOMERSET__NJ	66476	72508	140279
SUSSEX__NJ	23990	44506	69396
UNION__NJ	119372	82517	203387
WARREN__NJ	18044	29542	48208
BERNALILLO__NM	132252	121454	256811
CATRON__NM	551	1427	1993
CHAVES__NM	6726	14773	21705
CIBOLA__NM	3913	3477	7487
COLFAX__NM	2824	3082	5968
CURRY__NM	3541	10649	14286
DE_BACA__NM	281	706	993
DONA_ANA__NM	31762	29548	61960
EDDY__NM	6880	13268	20270
GRANT__NM	7095	6135	13392
GUADALUPE__NM	1340	914	2267
HARDING__NM	259	380	644
HIDALGO__NM	861	1081	1964
LEA__NM	3646	14430	18181
LINCOLN__NM	2822	6070	9014
LOS_ALAMOS__NM	5206	5810	11197
LUNA__NM	3340	4164	7593
MCKINLEY__NM	13051	7351	20623
MORA__NM	1876	928	2826
OTERO__NM	6433	14066	20764
QUAY__NM	1422	2661	4117
RIO_ARRIBA__NM	9753	5149	14999
ROOSEVELT__NM	2082	4997	7144
SANDOVAL__NM	21421	22628	44541
SAN_JUAN__NM	14843	29525	45006
SAN_MIGUEL__NM	8683	3313	12116
SANTA_FE__NM	47074	18466	66200
SIERRA__NM	1926	3162	5157
SOCORRO__NM	4025	3696	7851
TAOS__NM	10987	3666	14835
TORRANCE__NM	2386	4026	6507
UNION__NM	411	1454	1881
VALENCIA__NM	11270	14474	26012
KANSAS__MO	104625	36061	141423
ALBANY__NY	86213	52369	147199
ALLEGANY__NY	6392	11894	19270
BRONX__NY	276938	53738	342929
BROOME__NY	44496	42100	91890
CATTARAUGUS__NY	13087	19028	34262
CAYUGA__NY	16913	16626	36052
CHAUTAUQUA__NY	26369	30734	60942
CHEMUNG__NY	16639	20742	39075
CHENANGO__NY	9003	11144	21341
CLINTON__NY	17040	14633	33736
COLUMBIA__NY	15238	13325	31103
CORTLAND__NY	10354	11085	22760
DELAWARE__NY	8425	11474	21166
DUTCHESS__NY	56533	59323	123881
ERIE__NY	240563	173198	445138
ESSEX__NY	8474	9390	19082
FRANKLIN__NY	9286	8103	18316
FULTON__NY	8919	12042	22215
GENESEE__NY	9970	15701	27580
GREENE__NY	8607	12159	22398
HAMILTON__NY	1120	2358	3692
HERKIMER__NY	11383	15265	28310
JEFFERSON__NY	16342	20248	38800
KINGS__NY	494165	159200	687780
LEWIS__NY	4417	6348	11397
LIVINGSTON__NY	11107	16885	29948
MADISON__NY	12665	15584	30287
MONROE__NY	168088	153374	342981
MONTGOMERY__NY	9175	10763	21221
NASSAU__NY	317283	273502	618343
NEW_YORK__NY	509841	104883	641747
NIAGARA__NY	45644	44525	96580
ONEIDA__NY	39658	49569	95369
ONONDAGA__NY	112618	88123	214589
ONTARIO__NY	20503	26611	50102
ORANGE__NY	61642	75010	144673
ORLEANS__NY	5734	9796	16573
OSWEGO__NY	23261	24675	51607
OTSEGO__NY	12402	12768	26652
PUTNAM__NY	18892	24397	46563
QUEENS__NY	422609	157948	605062
RENSSELAER__NY	34741	32290	72514
RICHMOND__NY	66255	85302	160126
ROCKLAND__NY	62391	61510	131231
ST__LAWRENCE__NY	22173	17310	41755
SARATOGA__NY	47367	53709	106873
SCHENECTADY__NY	34762	30002	69469
SCHOHARIE__NY	5455	8148	14557
SCHUYLER__NY	3290	4727	8590
SENECA__NY	6771	7603	15325
STEUBEN__NY	14090	26066	42284
SUFFOLK__NY	307011	292186	638712
SULLIVAN__NY	14447	14398	30966
TIOGA__NY	9415	13343	23902
TOMPKINS__NY	25659	13539	42402
ULSTER__NY	45530	35234	87712
WARREN__NY	13054	16213	31059
WASHINGTON__NY	10295	13148	25103
WAYNE__NY	15093	23126	41200
WESTCHESTER__NY	224992	151261	395770
WYOMING__NY	5894	11185	18164
YATES__NY	4062	6053	10711
ALAMANCE__NC	20686	33302	54175
ALEXANDER__NC	4618	10928	15600
ALLEGHANY__NC	1922	2883	4827
ANSON__NC	5413	3796	9225
ASHE__NC	4477	7292	11823
AVERY__NC	1805	5678	7524
BEAUFORT__NC	7025	12432	19522
BERTIE__NC	4938	3057	8032
BLADEN__NC	6109	6174	12313
BRUNSWICK__NC	14903	22925	37977
BUNCOMBE__NC	51868	52491	105013
BURKE__NC	11728	18922	30762
CABARRUS__NC	19803	40780	60824
CALDWELL__NC	9999	21186	31348
CAMDEN__NC	1339	2480	3830
CARTERET__NC	7732	17716	25575
CASWELL__NC	4539	4868	9437
CATAWBA__NC	18858	39602	58688
CHATHAM__NC	12897	12892	25922
CHEROKEE__NC	3635	7517	11199
CHOWAN__NC	2406	2967	5386
CLAY__NC	1628	3209	4866
CLEVELAND__NC	14215	22750	37079
COLUMBUS__NC	10343	10773	21191
CRAVEN__NC	14019	23575	37756
CUMBERLAND__NC	45788	49139	95226
CURRITUCK__NC	2909	6013	8976
DARE__NC	6136	9345	15548
DAVIDSON__NC	17191	42075	59496
DAVIE__NC	4233	12372	16680
DUPLIN__NC	6923	9611	16583
DURHAM__NC	74524	34614	109651
EDGECOMBE__NC	12877	8163	21079
FORSYTH__NC	63340	75294	139125
FRANKLIN__NC	9286	11540	20918
GASTON__NC	20254	43252	63755
GATES__NC	2121	1924	4053
GRAHAM__NC	1272	2693	3987
GRANVILLE__NC	9057	9491	18601
GREENE__NC	2665	3800	6472
GUILFORD__NC	100042	98254	199314
HALIFAX__NC	11528	8088	19647
HARNETT__NC	11563	20922	32571
HAYWOOD__NC	11237	14545	25932
HENDERSON__NC	15003	28025	43234
HERTFORD__NC	5141	2942	8132
HOKE__NC	5794	5257	11088
HYDE__NC	1048	1235	2293
IREDELL__NC	18065	38675	56973
JACKSON__NC	6737	7351	14174
JOHNSTON__NC	17266	36903	54357
JONES__NC	1893	2607	4513
LEE__NC	7657	11834	19543
LENOIR__NC	10207	12939	23179
LINCOLN__NC	9434	20052	29579
MCDOWELL__NC	5330	10590	16002
MACON__NC	5489	9448	15024
MADISON__NC	4234	5175	9463
MARTIN__NC	5102	5334	10452
MECKLENBURG__NC	166828	155084	323102
MITCHELL__NC	2080	5686	7798
MONTGOMERY__NC	4313	5745	10080
MOORE__NC	13555	24714	38382
NASH__NC	15693	21902	37673
NEW_HANOVER__NC	35572	45351	81247
NORTHAMPTON__NC	5584	3176	8770
ONSLOW__NC	11250	25890	37277
ORANGE__NC	42910	20771	64153
PAMLICO__NC	2335	3679	6038
PASQUOTANK__NC	6984	6609	13648
PENDER__NC	6999	10037	17085
PERQUIMANS__NC	1971	2965	4958
PERSON__NC	6198	8973	15214
PITT__NC	24924	28590	53643
POLK__NC	3787	5140	9021
RANDOLPH__NC	12966	37771	50910
RICHMOND__NC	8383	7709	16145
ROBESON__NC	17868	15909	33871
ROCKINGHAM__NC	14430	22840	37388
ROWAN__NC	16735	34915	51867
RUTHERFORD__NC	8184	16343	24658
SAMPSON__NC	9649	12600	22288
SCOTLAND__NC	6386	5141	11547
STANLY__NC	7650	17814	25553
STOKES__NC	5767	13583	19414
SURRY__NC	8304	17587	25992
SWAIN__NC	2419	2593	5044
TRANSYLVANIA__NC	6097	9386	15588
TYRRELL__NC	731	855	1590
UNION__NC	17974	42820	61001
VANCE__NC	8762	6884	15677
WAKE__NC	169909	177324	348844
WARREN__NC	5171	2840	8027
WASHINGTON__NC	2969	2484	5471
WATAUGA__NC	11232	12659	24050
WAYNE__NC	15076	24883	40046
WILKES__NC	7862	19197	27154
WILSON__NC	14206	16264	30535
YADKIN__NC	3451	11816	15313
YANCEY__NC	4434	4940	9431
ADAMS__ND	353	915	1291
BARNES__ND	2186	3541	5813
BENSON__ND	1196	1002	2246
BILLINGS__ND	99	449	564
BOTTINEAU__ND	1168	2468	3674
BOWMAN__ND	397	1280	1716
BURKE__ND	336	808	1165
BURLEIGH__ND	11621	26577	38814
CASS__ND	26010	39619	66711
CAVALIER__ND	887	1522	2444
DICKEY__ND	883	1890	2821
DIVIDE__ND	487	751	1268
DUNN__ND	571	1178	1774
EDDY__ND	534	655	1213
EMMONS__ND	611	1449	2113
FOSTER__ND	518	1219	1766
GOLDEN_VALLEY__ND	195	719	927
GRAND_FORKS__ND	12646	17298	30470
GRANT__ND	264	952	1242
GRIGGS__ND	505	907	1439
HETTINGER__ND	405	1044	1494
KIDDER__ND	433	902	1369
LAMOURE__ND	712	1592	2335
LOGAN__ND	265	844	1130
MCHENRY__ND	1030	1744	2820
MCINTOSH__ND	436	1254	1722
MCKENZIE__ND	847	1897	2762
MCLEAN__ND	1664	3014	4750
MERCER__ND	1245	3285	4617
MORTON__ND	4073	8325	12633
MOUNTRAIL__ND	1465	1527	3030
NELSON__ND	778	1107	1922
OLIVER__ND	310	790	1119
PEMBINA__ND	1321	2466	3856
PIERCE__ND	686	1475	2195
RAMSEY__ND	1885	2943	4900
RANSOM__ND	1199	1352	2602
RENVILLE__ND	497	953	1469
RICHLAND__ND	2821	5264	8215
ROLETTE__ND	2564	1392	4044
SARGENT__ND	1021	1147	2200
SHERIDAN__ND	200	727	944
SIOUX__ND	804	319	1140
SLOPE__ND	89	335	432
STARK__ND	3013	7220	10400
STEELE__ND	616	586	1213
STUTSMAN__ND	3438	6517	10122
TOWNER__ND	606	754	1391
TRAILL__ND	1651	2543	4248
WALSH__ND	1905	3194	5186
WARD__ND	8236	17008	25612
WELLS__ND	858	1654	2561
WILLIAMS__ND	2512	6278	8929
ADAMS__OH	4280	7653	11999
ALLEN__OH	16483	32585	49274
ASHLAND__OH	8555	16171	24920
ASHTABULA__OH	24061	21039	45409
ATHENS__OH	18997	10847	30044
AUGLAIZE__OH	5904	17012	23031
BELMONT__OH	17574	15589	33320
BROWN__OH	7140	12647	19892
BUTLER__OH	56234	109866	166802
CARROLL__OH	6298	7695	14110
CHAMPAIGN__OH	6967	11718	18775
CLARK__OH	33534	34938	68803
CLERMONT__OH	25885	62946	89042
CLINTON__OH	5417	12938	18414
COLUMBIANA__OH	23426	25754	49463
COSHOCTON__OH	6878	9277	16242
CRAWFORD__OH	7773	13885	21801
CUYAHOGA__OH	448486	221606	673766
DARKE__OH	7849	18307	26317
DEFIANCE__OH	6975	11393	18512
DELAWARE__OH	27048	53142	80455
ERIE__OH	21408	18601	40076
FAIRFIELD__OH	24774	42697	67855
FAYETTE__OH	4334	7375	11756
FRANKLIN__OH	285800	237252	525824
FULTON__OH	8224	13639	21953
GALLIA__OH	5364	8577	13992
GEAUGA__OH	19840	30358	50419
GREENE__OH	30530	48377	79272
GUERNSEY__OH	7768	9961	17840
HAMILTON__OH	199499	222404	423634
HANCOCK__OH	10343	25101	35606
HARDIN__OH	4889	8436	13385
HARRISON__OH	3780	4274	8109
HENRY__OH	5110	9901	15103
HIGHLAND__OH	6194	12212	18482
HOCKING__OH	6173	6935	13196
HOLMES__OH	2695	8466	11218
HURON__OH	10585	14834	25592
JACKSON__OH	5699	8585	14333
JEFFERSON__OH	19019	17184	36366
KNOX__OH	9828	17081	27066
LAKE__OH	59049	62193	121823
LAWRENCE__OH	12111	15457	27706
LICKING__OH	30051	49014	79416
LOGAN__OH	6825	14471	21398
LORAIN__OH	78965	61196	140730
LUCAS__OH	132536	87106	220189
MADISON__OH	6200	11120	17398
MAHONING__OH	83069	48712	132731
MARION__OH	11930	17171	29258
MEDINA__OH	36264	48183	84867
MEIGS__OH	4437	6273	10771
MERCER__OH	5117	15649	20888
MIAMI__OH	17611	34005	51780
MONROE__OH	4243	3424	7729
MONTGOMERY__OH	142977	138361	282553
MORGAN__OH	2873	3757	6700
MORROW__OH	5775	10475	16329
MUSKINGUM__OH	16421	22251	38863
NOBLE__OH	2654	3841	6540
OTTAWA__OH	11114	12075	23257
PAULDING__OH	3610	6205	9879
PERRY__OH	7257	7855	15188
PICKAWAY__OH	8578	14160	22850
PIKE__OH	5989	6519	12575
PORTAGE__OH	40674	35583	76646
PREBLE__OH	7274	13733	21126
PUTNAM__OH	4392	14370	18849
RICHLAND__OH	24645	36892	61867
ROSS__OH	13977	17229	31669
SANDUSKY__OH	12653	16198	28955
SCIOTO__OH	16823	18257	35197
SENECA__OH	10958	15885	26991
SHELBY__OH	6534	16204	22854
STARK__OH	95338	92211	188456
SUMMIT__OH	156578	118553	276304
TRUMBULL__OH	66673	40976	108144
TUSCARAWAS__OH	18854	23825	42904
UNION__OH	6665	15869	22630
VAN_WERT__OH	4094	10678	14826
VINTON__OH	2651	3251	5930
WARREN__OH	26043	68035	94419
WASHINGTON__OH	12475	17480	30101
WAYNE__OH	19786	31879	51848
WILLIAMS__OH	6481	12040	18639
WOOD__OH	29401	33592	63346
WYANDOT__OH	3707	7256	11044
ADAIR__OK	2562	4971	7533
ALFALFA__OK	470	2201	2671
ATOKA__OK	1946	3142	5088
BEAVER__OK	297	2272	2569
BECKHAM__OK	1931	5454	7385
BLAINE__OK	1222	3199	4421
BRYAN__OK	5745	8615	14360
CADDO__OK	3916	6491	10407
CANADIAN__OK	9712	33297	43009
CARTER__OK	6466	12178	18644
CHEROKEE__OK	8623	9569	18192
CHOCTAW__OK	2639	3168	5807
CIMARRON__OK	184	1242	1426
CLEVELAND__OK	34007	65720	99727
COAL__OK	1203	1396	2599
COMANCHE__OK	12022	21170	33192
COTTON__OK	898	1742	2640
CRAIG__OK	2504	3894	6398
CREEK__OK	9929	18848	28777
CUSTER__OK	2801	7839	10640
DELAWARE__OK	5591	10017	15608
DEWEY__OK	408	1843	2251
ELLIS__OK	395	1685	2080
GARFIELD__OK	5586	17685	23271
GARVIN__OK	3707	7610	11317
GRADY__OK	5970	14136	20106
GRANT__OK	571	1950	2521
GREER__OK	719	1529	2248
HARMON__OK	354	838	1192
HARPER__OK	268	1397	1665
HASKELL__OK	2378	2946	5324
HUGHES__OK	2283	3066	5349
JACKSON__OK	2232	7024	9256
JEFFERSON__OK	1057	1546	2603
JOHNSTON__OK	1713	2635	4348
KAY__OK	5957	14121	20078
KINGFISHER__OK	1022	5630	6652
KIOWA__OK	1413	2610	4023
LATIMER__OK	1945	2535	4480
LE_FLORE__OK	6741	10683	17424
LINCOLN__OK	4041	10149	14190
LOGAN__OK	4869	11474	16343
LOVE__OK	1538	2295	3833
MCCLAIN__OK	3742	10041	13783
MCCURTAIN__OK	3684	7472	11156
MCINTOSH__OK	4488	4692	9180
MAJOR__OK	537	3122	3659
MARSHALL__OK	2088	3363	5451
MAYES__OK	6933	9946	16879
MURRAY__OK	2130	3665	5795
MUSKOGEE__OK	12585	15124	27709
NOBLE__OK	1335	3993	5328
NOWATA__OK	1660	2805	4465
OKFUSKEE__OK	1743	2542	4285
OKLAHOMA__OK	97298	174741	272039
OKMULGEE__OK	7367	8363	15730
OSAGE__OK	8068	11467	19535
OTTAWA__OK	5086	7443	12529
PAWNEE__OK	2564	4412	6976
PAYNE__OK	10101	19560	29661
PITTSBURG__OK	7452	11134	18586
PONTOTOC__OK	5165	9647	14812
POTTAWATOMIE__OK	8638	17215	25853
PUSHMATAHA__OK	1934	2863	4797
ROGER_MILLS__OK	382	1388	1770
ROGERS__OK	11918	24976	36894
SEMINOLE__OK	3648	5624	9272
SEQUOYAH__OK	5910	8865	14775
STEPHENS__OK	5515	13646	19161
TEXAS__OK	1016	5450	6466
TILLMAN__OK	1175	2273	3448
TULSA__OK	90220	163452	253672
WAGONER__OK	9157	19081	28238
WASHINGTON__OK	6862	16551	23413
WASHITA__OK	1340	3705	5045
WOODS__OK	932	3166	4098
WOODWARD__OK	1458	6193	7651
BAKER__OR	2616	6253	9034
BENTON__OR	26515	18460	45735
CLACKAMAS__OR	95129	97691	195000
CLATSOP__OR	10461	8503	19309
COLUMBIA__OR	12563	11868	24917
COOS__OR	14393	18291	33362
CROOK__OR	3024	6830	10051
CURRY__OR	5220	7332	12799
DESCHUTES__OR	31179	41757	74048
DOUGLAS__OR	18089	35956	54984
GILLIAM__OR	370	755	1138
GRANT__OR	780	3204	4061
HARNEY__OR	839	2815	3702
HOOD_RIVER__OR	5587	4124	9859
JACKSON__OR	44366	56519	102189
JEFFERSON__OR	3243	4762	8115
JOSEPHINE__OR	15214	26241	42275
KLAMATH__OR	8264	22733	31515
LAKE__OR	802	3039	3905
LANE__OR	107769	75007	185872
LINCOLN__OR	13753	10160	24325
LINN__OR	19940	31260	52041
MALHEUR__OR	2577	8123	10846
MARION__OR	57671	69900	129619
MORROW__OR	1361	2732	4149
MULTNOMAH__OR	259585	98439	362694
POLK__OR	15484	19508	35489
SHERMAN__OR	390	694	1104
TILLAMOOK__OR	6750	7003	13951
UMATILLA__OR	8884	17068	26322
UNION__OR	4428	8879	13519
WALLOWA__OR	1269	3132	4521
WASCO__OR	5691	6119	12002
WASHINGTON__OR	121140	107223	231308
WHEELER__OR	245	612	880
YAMHILL__OR	17572	23839	42142
ADAMS__PA	13764	28247	42228
ALLEGHENY__PA	368912	271925	645469
ARMSTRONG__PA	12025	18925	31097
BEAVER__PA	42146	39916	82543
BEDFORD__PA	6016	16606	22679
BERKS__PA	76309	87122	164487
BLAIR__PA	18105	35751	54178
BRADFORD__PA	8590	16942	25652
BUCKS__PA	163438	154469	319816
BUTLER__PA	30090	54959	85425
CAMBRIA__PA	32591	34048	66983
CAMERON__PA	794	1599	2406
CARBON__PA	12223	12519	25043
CENTRE__PA	30733	33133	64253
CHESTER__PA	109708	120036	230823
CLARION__PA	6049	11063	17184
CLEARFIELD__PA	13518	20533	34233
CLINTON__PA	5823	8035	13967
COLUMBIA__PA	10679	16052	26869
CRAWFORD__PA	16013	21965	38322
CUMBERLAND__PA	37928	67648	106082
DAUPHIN__PA	55299	65296	121208
DELAWARE__PA	162601	120425	284538
ELK__PA	6602	7872	14550
ERIE__PA	67921	57372	125898
FAYETTE__PA	29120	25045	54707
FOREST__PA	989	1571	2573
FRANKLIN__PA	16562	41817	58569
FULTON__PA	1475	4772	6271
GREENE__PA	7674	7786	15565
HUNTINGDON__PA	5879	12126	18058
INDIANA__PA	15831	20254	36248
JEFFERSON__PA	6073	13371	19560
JUNIATA__PA	2797	7144	10006
LACKAWANNA__PA	59573	44766	105819
LANCASTER__PA	74328	145591	221278
LAWRENCE__PA	21387	21938	43442
LEBANON__PA	18109	37089	55665
LEHIGH__PA	73940	70160	145091
LUZERNE__PA	69573	64953	136028
LYCOMING__PA	15681	33961	50049
MCKEAN__PA	6294	10941	17426
MERCER__PA	24831	26311	51564
MIFFLIN__PA	4889	11726	16802
MONROE__PA	27967	27971	56342
MONTGOMERY__PA	222048	175741	399591
MONTOUR__PA	2666	4903	7624
