_PARTIES	Democrat	Republican	Total
JASPER__MO	15730	31667	48025
JEFFERSON__MO	53467	50804	105704
JOHNSON__MO	9480	12183	22080
KNOX__MO	759	1212	2024
LACLEDE__MO	5218	10875	16323
LAFAYETTE__MO	6902	9442	16600
LAWRENCE__MO	5097	11263	16637
LEWIS__MO	1837	2594	4502
LINCOLN__MO	10234	12924	23550
LINN__MO	2638	3140	5931
LIVINGSTON__MO	2435	3993	6552
MCDONALD__MO	2454	5499	8135
MACON__MO	2784	4586	7474
MADISON__MO	2042	2897	5028
MARIES__MO	1599	2853	4548
MARION__MO	4703	7705	12553
MERCER__MO	519	1169	1748
MILLER__MO	3553	7797	11535
MISSISSIPPI__MO	2247	3034	5356
MONITEAU__MO	2084	4467	6665
MONROE__MO	1703	2533	4314
MONTGOMERY__MO	2347	3428	5856
MORGAN__MO	3565	5451	9149
NEW_MADRID__MO	3370	4593	8092
NEWTON__MO	7450	17637	25406
NODAWAY__MO	4493	5568	10219
OREGON__MO	1811	2652	4591
OSAGE__MO	1907	5062	7079
OZARK__MO	1661	2918	4686
PEMISCOT__MO	3029	3954	7047
PERRY__MO	3005	5527	8647
PETTIS__MO	6932	11018	18208
PHELPS__MO	7394	11706	19438
PIKE__MO	3487	4268	7881
PLATTE__MO	21459	24460	46480
POLK__MO	4553	8956	13697
PULASKI__MO	5249	9552	15000
PUTNAM__MO	695	1591	2339
RALLS__MO	2041	2987	5084
RANDOLPH__MO	3984	6457	10624
RAY__MO	5241	5593	11053
REYNOLDS__MO	1418	1782	3287
RIPLEY__MO	1795	3407	5363
ST__CHARLES__MO	84183	102550	188529
ST__CLAIR__MO	1886	2981	4988
SAINTE_GENEVIEVE__MO	4979	3732	8825
ST__FRANCOIS__MO	11540	12660	24550
ST__LOUIS_CO___MO	333123	221705	559854
SALINE__MO	4712	4962	9848
SCHUYLER__MO	775	1139	1983
SCOTLAND__MO	793	1249	2098
SCOTT__MO	6258	11563	18026
SHANNON__MO	1637	2075	3838
SHELBY__MO	1114	2166	3316
STODDARD__MO	3899	9172	13262
STONE__MO	5029	11147	16387
SULLIVAN__MO	1173	1607	2869
TANEY__MO	6683	14736	21664
TEXAS__MO	3410	7215	10851
VERNON__MO	3381	5334	8878
WARREN__MO	6705	8675	15576
WASHINGTON__MO	4711	4706	9614
WAYNE__MO	2243	3784	6154
WEBSTER__MO	5685	10431	16356
WORTH__MO	427	707	1174
WRIGHT__MO	2557	5784	8514
ST__LOUIS__MO	132925	24662	158858
BEAVERHEAD__MT	1617	3008	4763
BIG_HORN__MT	3516	1628	5219
BLAINE__MT	1702	1139	3014
BROADWATER__MT	854	1853	2775
CARBON__MT	2443	3108	5750
CARTER__MT	111	573	866
CASCADE__MT	17664	16857	35396
CHOUTEAU__MT	1122	1634	2866
CUSTER__MT	2267	3047	5482
DANIELS__MT	343	694	1073
DAWSON__MT	1593	2639	4450
DEER_LODGE__MT	3402	1502	5074
FALLON__MT	318	1064	1539
FERGUS__MT	1933	4108	6232
FLATHEAD__MT	16138	25559	43744
GALLATIN__MT	24205	22578	48169
GARFIELD__MT	110	598	727
GLACIER__MT	3423	1451	4971
GOLDEN_VALLEY__MT	124	343	492
GRANITE__MT	601	1013	1718
HILL__MT	3596	2787	6661
JEFFERSON__MT	2582	3538	6341
JUDITH_BASIN__MT	397	801	1236
LAKE__MT	6766	6498	13919
LEWIS_AND_CLARK__MT	17114	14966	33433
LIBERTY__MT	367	594	1001
LINCOLN__MT	3025	5704	9227
MCCONE__MT	321	726	1106
MADISON__MT	1607	2822	4568
MEAGHER__MT	298	624	966
MINERAL__MT	845	1053	2021
MISSOULA__MT	36531	20743	59104
MUSSELSHELL__MT	636	1581	2306
PARK__MT	4173	4376	9815
PETROLEUM__MT	68	227	300
PHILLIPS__MT	638	1423	2224
PONDERA__MT	1223	1588	2885
POWDER_RIVER__MT	208	802	1404
POWELL__MT	1021	1683	2940
PRAIRIE__MT	211	503	830
RAVALLI__MT	8400	13002	22101
RICHLAND__MT	1203	3184	4516
ROOSEVELT__MT	2564	1473	4947
ROSEBUD__MT	1919	1768	3810
SANDERS__MT	1970	3563	5868
SHERIDAN__MT	953	987	2006
SILVER_BOW__MT	11676	4818	16969
STILLWATER__MT	1512	2991	4667
SWEET_GRASS__MT	541	1494	2299
TETON__MT	1294	1874	3272
TOOLE__MT	737	1317	2121
TREASURE__MT	156	314	486
VALLEY__MT	1645	2121	4426
WHEATLAND__MT	289	657	983
WIBAUX__MT	146	379	563
YELLOWSTONE__MT	32038	36483	70431
ADAMS__NE	4685	8252	13210
ANTELOPE__NE	757	2383	3185
ARTHUR__NE	39	217	263
BANNER__NE	62	348	416
BLAINE__NE	43	266	316
BOONE__NE	742	2042	2836
BOX_BUTTE__NE	1886	2932	4979
BOYD__NE	250	839	1110
BROWN__NE	311	1208	1567
BUFFALO__NE	5867	13097	19293
BURT__NE	1413	1907	3387
BUTLER__NE	1190	2557	3839
CASS__NE	4753	7120	12122
CEDAR__NE	1190	2912	4174
CHASE__NE	341	1477	1844
CHERRY__NE	599	2360	3059
CHEYENNE__NE	1173	3572	4839
CLAY__NE	780	2177	3033
COLFAX__NE	1125	2018	3203
CUMING__NE	1274	2732	4087
CUSTER__NE	1192	4301	5578
DAKOTA__NE	2994	3292	6396
DAWES__NE	1285	2376	3775
DAWSON__NE	2399	5460	7986
DEUEL__NE	243	732	993
DIXON__NE	946	1785	2794
DODGE__NE	6689	8557	15550
DOUGLAS__NE	116810	106291	226701
DUNDY__NE	218	783	1019
FILLMORE__NE	962	1913	2947
FRANKLIN__NE	442	1079	1552
FRONTIER__NE	349	1034	1404
FURNAS__NE	556	1725	2328
GAGE__NE	4473	5435	10160
GARDEN__NE	283	844	1138
GARFIELD__NE	212	800	1030
GOSPER__NE	260	776	1048
GRANT__NE	41	318	367
GREELEY__NE	458	715	1199
HALL__NE	7855	12977	21271
HAMILTON__NE	1332	3389	4799
HARLAN__NE	402	1329	1766
HAYES__NE	85	461	553
HITCHCOCK__NE	346	1001	1379
HOLT__NE	1089	3746	4974
HOOKER__NE	75	355	438
HOWARD__NE	1083	1847	2996
JEFFERSON__NE	1520	2103	3697
JOHNSON__NE	914	1142	2110
KEARNEY__NE	876	2224	3150
KEITH__NE	974	2942	3968
KEYA_PAHA__NE	115	409	533
KIMBALL__NE	439	1346	1811
KNOX__NE	1255	2728	4084
LANCASTER__NE	65734	59398	127490
LINCOLN__NE	5046	10817	16277
LOGAN__NE	81	327	416
LOUP__NE	86	302	393
MCPHERSON__NE	45	240	293
MADISON__NE	4142	9655	14045
MERRICK__NE	986	2375	3431
MORRILL__NE	557	1725	2351
NANCE__NE	549	1116	1707
NEMAHA__NE	1240	2134	3474
NUCKOLLS__NE	657	1498	2221
OTOE__NE	2915	4033	7092
PAWNEE__NE	483	859	1384
PERKINS__NE	310	1092	1420
PHELPS__NE	1050	3360	4473
PIERCE__NE	783	2385	3226
PLATTE__NE	3796	9373	13420
POLK__NE	668	1822	2543
RED_WILLOW__NE	1216	3735	5044
RICHARDSON__NE	1513	2342	3968
ROCK__NE	139	640	801
SALINE__NE	2674	2434	5251
SARPY__NE	28010	38816	68022
SAUNDERS__NE	3767	6188	10212
SCOTTS_BLUFF__NE	4745	9708	14730
SEWARD__NE	2703	4647	7529
SHERIDAN__NE	454	1941	2462
SHERMAN__NE	585	950	1572
SIOUX__NE	117	603	732
STANTON__NE	664	1781	2495
THAYER__NE	860	1749	2659
THOMAS__NE	51	331	390
THURSTON__NE	1120	972	2126
VALLEY__NE	706	1657	2423
WASHINGTON__NE	3711	6425	10320
WAYNE__NE	1249	2503	3808
WEBSTER__NE	552	1233	1817
WHEELER__NE	96	334	440
YORK__NE	1607	4848	6568
CHURCHILL__NV	3494	6832	10605
CLARK__NV	380765	257078	651172
DOUGLAS__NV	10672	14648	25904
ELKO__NV	4541	10969	16019
ESMERALDA__NV	104	303	439
EUREKA__NV	144	564	745
HUMBOLDT__NV	1909	3586	5664
LANDER__NV	577	1466	2102
LINCOLN__NV	518	1498	2107
LYON__NV	8405	12154	21103
MINERAL__NV	1082	1131	2307
NYE__NV	7226	9537	17491
PERSHING__NV	673	1075	1836
STOREY__NV	1102	1247	2418
WASHOE__NV	99671	76880	180414
WHITE_PINE__NV	1230	2440	3842
CARSON_CITY__NV	11623	11419	23680
BELKNAP__NH	16796	16402	33614
CARROLL__NH	15221	13387	29056
CHESHIRE__NH	26971	15205	42823
COOS__NH	9532	6558	16348
GRAFTON__NH	31446	17687	49890
HILLSBOROUGH__NH	104820	97178	204709
MERRIMACK__NH	45078	34010	80106
ROCKINGHAM__NH	83723	81917	167822
STRAFFORD__NH	37990	25021	63848
SULLIVAN__NH	13249	9169	22754
ATLANTIC__NJ	67830	49902	118073
BERGEN__NJ	225367	186118	412638
BURLINGTON__NJ	131219	89626	221414
CAMDEN__NJ	159259	73819	233593
CAPE_MAY__NJ	22893	27288	50381
CUMBERLAND__NJ	34919	22360	57484
ESSEX__NJ	240306	74063	315004
GLOUCESTER__NJ	77267	60315	137982
HUDSON__NJ	154140	55360	210148
HUNTERDON__NJ	29776	39092	69099
MERCER__NJ	107926	50223	158549
MIDDLESEX__NJ	193812	123695	318379
MONMOUTH__NJ	148737	160433	309915
MORRIS__NJ	112275	132331	245148
OCEAN__NJ	110189	160677	271460
PASSAIC__NJ	113257	72552	186196
SALEM__NJ	16044	14816	30959
SOMERSET__NJ	79321	70085	149763
SUSSEX__NJ	28840	44184	73340
UNION__NJ	141417	78768	220650
WARREN__NJ	20628	27500	48323
BERNALILLO__NM	171556	110521	285778
CATRON__NM	664	1398	2112
CHAVES__NM	8197	13651	22112
CIBOLA__NM	5827	3131	9097
COLFAX__NM	3490	2805	6384
CURRY__NM	4670	9599	14438
DE_BACA__NM	359	676	1044
DONA_ANA__NM	40282	28068	69280
EDDY__NM	7351	12500	20093
GRANT__NM	8142	5406	13755
GUADALUPE__NM	1557	620	2196
HARDING__NM	260	358	626
HIDALGO__NM	993	936	1951
LEA__NM	5108	13347	18645
LINCOLN__NM	3535	6001	9696
LOS_ALAMOS__NM	5824	5064	11069
LUNA__NM	4311	3870	8340
MCKINLEY__NM	16572	6382	23207
MORA__NM	2168	569	2760
OTERO__NM	8610	12806	21766
QUAY__NM	1547	2367	3996
RIO_ARRIBA__NM	12703	4086	16940
ROOSEVELT__NM	2303	4311	6720
SANDOVAL__NM	32669	25193	58630
SAN_JUAN__NM	18028	27869	46511
SAN_MIGUEL__NM	10320	2478	12941
SANTA_FE__NM	55567	15807	72223
SIERRA__NM	2352	3017	5485
SOCORRO__NM	4696	3032	7895
TAOS__NM	13816	2866	16886
TORRANCE__NM	3087	3735	6941
UNION__NM	492	1227	1742
VALENCIA__NM	15366	13136	28899
KANSAS__MO	120102	31854	153219
ALBANY__NY	93937	50586	147136
ALLEGANY__NY	7016	11013	18368
BRONX__NY	338261	41683	381286
BROOME__NY	47204	40077	88718
CATTARAUGUS__NY	14307	17770	32588
CAYUGA__NY	18128	15243	33992
CHAUTAUQUA__NY	29129	28579	58772
CHEMUNG__NY	18888	19364	38695
CHENANGO__NY	10100	10337	20847
CLINTON__NY	20216	12579	33314
COLUMBIA__NY	17556	13337	31408
CORTLAND__NY	11861	9678	21900
DELAWARE__NY	9462	10524	20389
DUTCHESS__NY	71060	59628	132254
ERIE__NY	256299	178815	441985
ESSEX__NY	10390	7913	18591
FRANKLIN__NY	10571	6676	17496
FULTON__NY	9695	11709	21805
GENESEE__NY	10762	15705	26866
GREENE__NY	9850	12059	22315
HAMILTON__NY	1225	2141	3411
HERKIMER__NY	12094	14619	27184
JEFFERSON__NY	18166	20219	38847
KINGS__NY	603525	151872	759671
LEWIS__NY	4986	5969	11129
LIVINGSTON__NY	13655	16030	30127
MADISON__NY	14692	14434	29778
MONROE__NY	207225	144153	355725
MONTGOMERY__NY	9080	10711	20175
NASSAU__NY	342067	288758	635414
NEW_YORK__NY	572126	89906	667271
NIAGARA__NY	47303	46348	95207
ONEIDA__NY	43506	49256	94313
ONONDAGA__NY	129317	84972	218194
ONTARIO__NY	25103	25171	51020
ORANGE__NY	78326	72042	151918
ORLEANS__NY	6614	9708	16574
OSWEGO__NY	24777	23571	49255
OTSEGO__NY	13570	12026	26101
PUTNAM__NY	21613	25145	47213
QUEENS__NY	447906	145898	597598
RENSSELAER__NY	39753	32840	73986
RICHMOND__NY	79311	86062	166480
ROCKLAND__NY	69543	61752	132136
ST__LAWRENCE__NY	23706	16956	41242
SARATOGA__NY	56645	52855	111255
SCHENECTADY__NY	38611	29758	69778
SCHOHARIE__NY	6009	8071	14381
SCHUYLER__NY	3933	4542	8600
SENECA__NY	7422	7038	14725
STEUBEN__NY	17148	24203	41891
SUFFOLK__NY	346379	306815	659027
SULLIVAN__NY	16850	13900	31153
TIOGA__NY	10172	12536	23090
TOMPKINS__NY	29826	11927	42485
ULSTER__NY	52539	32527	86461
WARREN__NY	16281	15429	32206
WASHINGTON__NY	12741	12533	25716
WAYNE__NY	18184	22239	41002
WESTCHESTER__NY	261810	147824	412847
WYOMING__NY	6379	10998	17658
YATES__NY	4890	5269	10264
ALAMANCE__NC	28918	34859	64353
ALEXANDER__NC	5167	11790	17254
ALLEGHANY__NC	2021	3124	5263
ANSON__NC	6456	4207	10733
ASHE__NC	4872	7916	13069
AVERY__NC	2178	5681	7943
BEAUFORT__NC	9454	13460	23010
BERTIE__NC	6365	3376	9763
BLADEN__NC	7853	7532	15480
BRUNSWICK__NC	21331	30753	52608
BUNCOMBE__NC	69716	52494	123795
BURKE__NC	14901	22102	37443
CABARRUS__NC	31546	45924	77994
CALDWELL__NC	12081	22526	35155
CAMDEN__NC	1597	3140	4821
CARTERET__NC	11130	23131	34597
CASWELL__NC	5545	5208	10862
CATAWBA__NC	25656	42993	69451
CHATHAM__NC	17862	14668	32880
CHEROKEE__NC	3785	8643	12586
CHOWAN__NC	3688	3773	7512
CLAY__NC	1734	3707	5543
CLEVELAND__NC	17363	26078	43835
COLUMBUS__NC	11076	12994	24282
CRAVEN__NC	19352	24901	44598
CUMBERLAND__NC	74693	52151	127575
CURRITUCK__NC	3737	7234	11102
DARE__NC	8074	9745	18048
DAVIDSON__NC	22433	45419	68581
DAVIE__NC	6178	13981	20368
DUPLIN__NC	8958	10834	19904
DURHAM__NC	103456	32353	136897
EDGECOMBE__NC	17403	8445	25930
FORSYTH__NC	91085	73674	166133
FRANKLIN__NC	13085	13273	26639
GASTON__NC	31384	52507	84402
GATES__NC	2830	2547	5420
GRAHAM__NC	1265	2824	4171
GRANVILLE__NC	13074	11447	24725
GREENE__NC	3796	4272	8103
GUILFORD__NC	142101	97718	241771
HALIFAX__NC	16047	8961	25091
HARNETT__NC	16785	23579	40705
HAYWOOD__NC	12730	14910	28067
HENDERSON__NC	20082	30930	51614
HERTFORD__NC	7513	3089	10650
HOKE__NC	9227	6293	15627
HYDE__NC	1241	1212	2469
IREDELL__NC	27318	45148	73162
JACKSON__NC	8766	7854	16866
JOHNSTON__NC	26795	43622	71017
JONES__NC	2378	2817	5227
LEE__NC	10784	12775	23788
LENOIR__NC	13378	13401	26897
LINCOLN__NC	11713	23631	35798
MCDOWELL__NC	6571	11534	18386
MACON__NC	6620	10317	17238
MADISON__NC	5026	5192	10379
MARTIN__NC	6539	5957	12541
MECKLENBURG__NC	253958	153848	410817
MITCHELL__NC	2238	5499	7846
MONTGOMERY__NC	4926	6155	11210
MOORE__NC	17624	27314	45328
NASH__NC	23099	23728	47118
NEW_HANOVER__NC	49145	50544	100665
NORTHAMPTON__NC	6903	3671	10618
ONSLOW__NC	19499	30278	50203
ORANGE__NC	53806	20266	74910
PAMLICO__NC	2838	3823	6712
PASQUOTANK__NC	10272	7778	18180
PENDER__NC	9907	13618	23749
PERQUIMANS__NC	2772	3678	6501
PERSON__NC	8446	10030	18632
PITT__NC	40501	33927	74884
POLK__NC	4396	5990	10562
RANDOLPH__NC	16414	40998	58147
RICHMOND__NC	9713	9424	19327
ROBESON__NC	23058	17433	40834
ROCKINGHAM__NC	17255	23899	41612
ROWAN__NC	23391	37451	61560
RUTHERFORD__NC	9641	18769	28720
SAMPSON__NC	11836	14038	26038
SCOTLAND__NC	8151	6005	14217
STANLY__NC	8878	19329	28506
STOKES__NC	6875	14488	21743
SURRY__NC	10475	18730	29525
SWAIN__NC	2806	2900	5798
TRANSYLVANIA__NC	7275	9401	16909
TYRRELL__NC	933	960	1910
UNION__NC	31189	54123	86089
VANCE__NC	13166	7606	20871
WAKE__NC	250891	187001	442245
WARREN__NC	7086	3063	10195
WASHINGTON__NC	3748	2670	6454
WATAUGA__NC	14558	13344	28372
WAYNE__NC	22671	26952	49882
WILKES__NC	8934	20288	29724
WILSON__NC	19652	17375	37191
YADKIN__NC	4527	12409	17147
YANCEY__NC	4486	5045	9717
ADAMS__ND	435	788	1271
BARNES__ND	2741	2826	5694
BENSON__ND	1569	773	2374
BILLINGS__ND	114	375	499
BOTTINEAU__ND	1387	2059	3516
BOWMAN__ND	478	1107	1640
BURKE__ND	286	640	943
BURLEIGH__ND	15600	25443	41772
CASS__ND	37622	32566	71419
CAVALIER__ND	930	1128	2130
DICKEY__ND	1044	1525	2620
DIVIDE__ND	464	630	1131
DUNN__ND	527	1080	1644
EDDY__ND	583	548	1165
EMMONS__ND	546	1230	1837
FOSTER__ND	687	914	1651
GOLDEN_VALLEY__ND	210	642	875
GRAND_FORKS__ND	16104	14520	31153
GRANT__ND	280	587	1329
GRIGGS__ND	598	682	1314
HETTINGER__ND	406	893	1348
KIDDER__ND	422	752	1228
LAMOURE__ND	868	1310	2241
LOGAN__ND	299	726	1057
MCHENRY__ND	981	1374	2416
MCINTOSH__ND	579	916	1532
MCKENZIE__ND	933	1740	2715
MCLEAN__ND	1867	2767	4736
MERCER__ND	1476	2789	4397
MORTON__ND	5079	7869	13264
MOUNTRAIL__ND	1477	1406	2938
NELSON__ND	907	800	1752
OLIVER__ND	332	682	1040
PEMBINA__ND	1494	1722	3307
PIERCE__ND	792	1301	2139
RAMSEY__ND	2314	2361	4762
RANSOM__ND	1371	998	2433
RENVILLE__ND	505	799	1346
RICHLAND__ND	3513	3900	7563
ROLETTE__ND	3403	1045	4534
SARGENT__ND	1115	778	1927
SHERIDAN__ND	229	555	803
SIOUX__ND	1145	215	1378
SLOPE__ND	106	297	411
STARK__ND	3802	7024	11070
STEELE__ND	614	404	1032
STUTSMAN__ND	4056	5499	9784
TOWNER__ND	621	536	1197
TRAILL__ND	2136	1845	4041
WALSH__ND	2325	2415	4882
WARD__ND	10144	15061	25621
WELLS__ND	841	1468	2377
WILLIAMS__ND	2921	6291	9373
ADAMS__OH	4170	6914	11388
ALLEN__OH	19521	29941	50263
ASHLAND__OH	9300	15158	25168
ASHTABULA__OH	25027	18949	44874
ATHENS__OH	20722	9742	31098
AUGLAIZE__OH	6727	16395	23486
BELMONT__OH	16302	15422	32411
BROWN__OH	7503	12192	20113
BUTLER__OH	66030	105340	173776
CARROLL__OH	6423	7097	13953
CHAMPAIGN__OH	7385	11141	18887
CLARK__OH	31958	33634	66770
CLERMONT__OH	31611	62559	95480
CLINTON__OH	6558	12410	19306
COLUMBIANA__OH	21882	25585	48480
COSHOCTON__OH	7689	8675	16863
CRAWFORD__OH	8288	12316	21173
CUYAHOGA__OH	458204	199864	665114
DARKE__OH	7964	17290	25793
DEFIANCE__OH	8399	10407	19197
DELAWARE__OH	36653	54778	92416
ERIE__OH	23148	17432	41229
FAIRFIELD__OH	29250	41580	71946
FAYETTE__OH	4401	7102	11694
FRANKLIN__OH	334684	218478	560291
FULTON__OH	9900	11689	21973
GALLIA__OH	4777	8247	13318
GEAUGA__OH	21250	29096	51102
GREENE__OH	33540	48936	83589
GUERNSEY__OH	7625	9197	17325
HAMILTON__OH	224644	195107	424082
HANCOCK__OH	13870	22420	36981
HARDIN__OH	5013	7749	13114
HARRISON__OH	3683	3872	7787
HENRY__OH	6320	8239	14840
HIGHLAND__OH	6857	11908	19188
HOCKING__OH	6231	6326	12895
HOLMES__OH	3141	7720	11113
HURON__OH	12076	12884	25582
JACKSON__OH	5397	8219	13993
JEFFERSON__OH	17635	17559	35939
KNOX__OH	11014	16640	28231
LAKE__OH	60155	59142	121335
LAWRENCE__OH	11262	15415	27194
LICKING__OH	33896	46886	82283
LOGAN__OH	7936	13848	22217
LORAIN__OH	85276	59068	146859
LUCAS__OH	142852	73706	219830
MADISON__OH	6532	10603	17451
MAHONING__OH	79173	45319	127032
MARION__OH	12870	15454	29017
MEDINA__OH	40924	48189	90451
MEIGS__OH	4094	6015	10354
MERCER__OH	5853	15100	21271
MIAMI__OH	18372	33417	52807
MONROE__OH	3705	3066	6982
MONTGOMERY__OH	145997	128679	278511
MORGAN__OH	2966	3440	6608
MORROW__OH	6177	10067	16643
MUSKINGUM__OH	17730	20549	39071
NOBLE__OH	2474	3450	6172
OTTAWA__OH	12049	10618	23069
PAULDING__OH	4165	5317	9769
PERRY__OH	7261	7721	15404
PICKAWAY__OH	9077	14228	23726
PIKE__OH	6033	6162	12506
PORTAGE__OH	41856	34822	78205
PREBLE__OH	6999	13562	21002
PUTNAM__OH	5281	13072	18680
RICHLAND__OH	25727	34034	61122
ROSS__OH	14455	16759	31840
SANDUSKY__OH	15601	14190	30373
SCIOTO__OH	14926	16994	32571
SENECA__OH	13087	13823	27449
SHELBY__OH	7317	15924	23668
STARK__OH	96990	86743	187545
SUMMIT__OH	155105	110499	269059
TRUMBULL__OH	64145	40164	106888
TUSCARAWAS__OH	21498	20454	42950
UNION__OH	8761	15744	24928
VAN_WERT__OH	5178	9168	14652
VINTON__OH	2463	3021	5646
WARREN__OH	33398	71691	106216
WASHINGTON__OH	12368	17019	29932
WAYNE__OH	21712	29342	52142
WILLIAMS__OH	8174	9880	18397
WOOD__OH	34285	29648	65023
WYANDOT__OH	4461	6270	10977
ADAIR__OK	2052	4638	6690
ALFALFA__OK	411	2023	2434
ATOKA__OK	1370	3511	4881
BEAVER__OK	265	2199	2464
BECKHAM__OK	1625	5772	7397
BLAINE__OK	1011	3101	4112
BRYAN__OK	4426	9307	13733
CADDO__OK	3404	6413	9817
CANADIAN__OK	11426	36428	47854
CARTER__OK	5603	13241	18844
CHEROKEE__OK	7194	9186	16380
CHOCTAW__OK	1860	3730	5590
CIMARRON__OK	152	1119	1271
CLEVELAND__OK	39681	64749	104430
COAL__OK	600	1672	2272
COMANCHE__OK	14120	20127	34247
COTTON__OK	690	1793	2483
CRAIG__OK	2073	3858	5931
CREEK__OK	8318	20187	28505
CUSTER__OK	2660	7842	10502
DELAWARE__OK	5085	10277	15362
DEWEY__OK	346	1857	2203
ELLIS__OK	282	1627	1909
GARFIELD__OK	5545	17067	22612
GARVIN__OK	3028	7710	10738
GRADY__OK	5520	15195	20715
GRANT__OK	514	1836	2350
GREER__OK	566	1548	2114
HARMON__OK	333	757	1090
HARPER__OK	221	1342	1563
HASKELL__OK	1474	3207	4681
HUGHES__OK	1709	3134	4843
JACKSON__OK	2264	6719	8983
JEFFERSON__OK	805	1652	2457
JOHNSTON__OK	1249	2708	3957
KAY__OK	5463	13230	18693
KINGFISHER__OK	1009	5372	6381
KIOWA__OK	1226	2537	3763
LATIMER__OK	1313	2860	4173
LE_FLORE__OK	5136	11605	16741
LINCOLN__OK	3504	10470	13974
LOGAN__OK	5717	12556	18273
LOVE__OK	1257	2589	3846
MCCLAIN__OK	3551	11193	14744
MCCURTAIN__OK	2794	7745	10539
MCINTOSH__OK	3320	4903	8223
MAJOR__OK	515	2956	3471
MARSHALL__OK	1643	3730	5373
MAYES__OK	5749	10234	15983
MURRAY__OK	1592	3746	5338
MUSKOGEE__OK	11294	15289	26583
NOBLE__OK	1174	3881	5055
NOWATA__OK	1411	3031	4442
OKFUSKEE__OK	1480	2643	4123
OKLAHOMA__OK	116182	163172	279354
OKMULGEE__OK	6191	8727	14918
OSAGE__OK	7498	12160	19658
OTTAWA__OK	4268	6905	11173
PAWNEE__OK	2063	4533	6596
PAYNE__OK	10601	18435	29036
PITTSBURG__OK	5457	11752	17209
PONTOTOC__OK	4512	9750	14262
POTTAWATOMIE__OK	7910	17753	25663
PUSHMATAHA__OK	1265	3208	4473
ROGER_MILLS__OK	287	1502	1789
ROGERS__OK	10772	27743	38515
SEMINOLE__OK	2977	5600	8577
SEQUOYAH__OK	4454	9466	13920
STEPHENS__OK	4538	14394	18932
TEXAS__OK	923	5336	6259
TILLMAN__OK	1042	2195	3237
TULSA__OK	96133	158363	254496
WAGONER__OK	8810	21441	30251
WASHINGTON__OK	6308	16457	22765
WASHITA__OK	1052	3724	4776
WOODS__OK	873	3043	3916
WOODWARD__OK	1350	6404	7754
BAKER__OR	2805	5650	8777
BENTON__OR	29901	15264	46478
CLACKAMAS__OR	103476	83595	191878
CLATSOP__OR	10701	7192	18548
COLUMBIA__OR	13390	10413	24768
COOS__OR	14401	15354	30951
CROOK__OR	3632	6371	10352
CURRY__OR	5230	6646	12332
DESCHUTES__OR	38819	39064	79782
DOUGLAS__OR	20298	30919	52937
GILLIAM__OR	430	648	1110
GRANT__OR	1006	2785	3909
HARNEY__OR	950	2595	3683
HOOD_RIVER__OR	6302	3265	9830
JACKSON__OR	49090	49043	101047
JEFFERSON__OR	3682	4402	8318
JOSEPHINE__OR	17412	22973	42049
KLAMATH__OR	9370	19113	29399
LAKE__OR	957	2638	3688
LANE__OR	114037	63835	182910
LINCOLN__OR	14258	8791	23889
LINN__OR	22163	28071	51982
MALHEUR__OR	2949	7157	10433
MARION__OR	61816	59059	124563
MORROW__OR	1410	2509	4058
MULTNOMAH__OR	279696	75171	364710
POLK__OR	17536	17714	36207
SHERMAN__OR	385	634	1047
TILLAMOOK__OR	7072	5757	13297
UMATILLA__OR	9484	15254	25523
UNION__OR	4613	7581	12594
WALLOWA__OR	1492	2836	4465
WASCO__OR	5906	5103	11380
WASHINGTON__OR	141544	89185	236632
WHEELER__OR	281	498	812
YAMHILL__OR	20797	21390	43526
ADAMS__PA	17633	26349	44489
ALLEGHENY__PA	373153	272347	651380
ARMSTRONG__PA	11138	18542	30072
BEAVER__PA	40499	42895	84463
BEDFORD__PA	6059	16124	22441
BERKS__PA	97047	80513	179896
BLAIR__PA	19813	32708	53081
BRADFORD__PA	10306	15057	25782
BUCKS__PA	179031	150248	332923
BUTLER__PA	32260	57074	90355
CAMBRIA__PA	32451	31995	65622
CAMERON__PA	879	1323	2311
CARBON__PA	13464	12957	26919
CENTRE__PA	41950	32992	75737
CHESTER__PA	137833	114421	254305
CLARION__PA	6756	10737	17765
CLEARFIELD__PA	14555	18662	33774
CLINTON__PA	7097	7504	14793
COLUMBIA__PA	13230	14477	28041
CRAWFORD__PA	16780	20750	38074
CUMBERLAND__PA	48306	63739	113298
DAUPHIN__PA	69975	58238	129526
DELAWARE__PA	169030	109322	281082
ELK__PA	7290	6676	14258
ERIE__PA	75775	50351	127642
FAYETTE__PA	25866	26081	52554
FOREST__PA	1038	1366	2444
FRANKLIN__PA	21169	41906	63635
FULTON__PA	1576	4642	6306
GREENE__PA	7829	7889	15961
HUNTINGDON__PA	6621	11745	18646
INDIANA__PA	17065	19727	37299
JEFFERSON__PA	6447	12057	18801
JUNIATA__PA	3068	6484	9711
LACKAWANNA__PA	67520	39488	107866
LANCASTER__PA	99586	126568	228097
LAWRENCE__PA	19711	21851	42084
LEBANON__PA	23310	34314	58252
LEHIGH__PA	87089	63382	152464
LUZERNE__PA	72492	61127	135163
LYCOMING__PA	18381	30280	49235
MCKEAN__PA	6465	9224	15947
MERCER__PA	26411	26565	53796
MIFFLIN__PA	5375	10929	16501
MONROE__PA	39453	28293	68385
MONTGOMERY__PA	253393	165552	422411
MONTOUR__PA	3364	4574	8023
