_PARTIES	Democrat	Republican	Total
SUSQUEHANNA__PA	5123	12891	18863
TIOGA__PA	3901	13614	18325
UNION__PA	6180	10622	17468
VENANGO__PA	6309	16021	23348
WARREN__PA	5145	12477	18434
WASHINGTON__PA	36322	61386	101450
WAYNE__PA	7008	16244	24018
WESTMORELAND__PA	59669	116522	182051
WYOMING__PA	3811	8837	13144
YORK__PA	68524	128528	205986
BRISTOL__RI	14609	8965	25475
KENT__RI	37788	38336	82053
NEWPORT__RI	22851	15077	41045
PROVIDENCE__RI	142899	90882	248474
WASHINGTON__RI	33741	27230	66369
ABBEVILLE__SC	3741	6763	10775
AIKEN__SC	25455	46025	74851
ALLENDALE__SC	2735	789	3592
ANDERSON__SC	21097	56232	80483
BAMBERG__SC	3898	2204	6214
BARNWELL__SC	4400	4889	9485
BEAUFORT__SC	32138	42922	78524
BERKELEY__SC	30705	44587	79517
CALHOUN__SC	3573	3787	7549
CHARLESTON__SC	89299	75443	176345
CHEROKEE__SC	6092	15167	21759
CHESTER__SC	6579	7265	14192
CHESTERFIELD__SC	6858	9312	16581
CLARENDON__SC	7732	7386	15395
COLLETON__SC	7627	9091	17251
DARLINGTON__SC	13888	14989	29674
DILLON__SC	5834	5637	11698
DORCHESTER__SC	24055	34987	62567
EDGEFIELD__SC	4491	6842	11644
FAIRFIELD__SC	6945	4027	11267
FLORENCE__SC	26710	29573	57931
GEORGETOWN__SC	13310	17389	31657
GREENVILLE__SC	74483	127832	215165
GREENWOOD__SC	10711	16961	28763
HAMPTON__SC	5170	3488	8806
HORRY__SC	39410	89288	132920
JASPER__SC	5956	5187	11427
KERSHAW__SC	10330	17542	28995
LANCASTER__SC	13812	23719	38938
LAURENS__SC	8889	16816	26566
LEE__SC	5199	2803	8156
LEXINGTON__SC	35230	80026	122093
MCCORMICK__SC	2479	2652	5216
MARION__SC	8569	5444	14276
MARLBORO__SC	5954	4267	10389
NEWBERRY__SC	6217	10017	16807
OCONEE__SC	7998	24178	33635
ORANGEBURG__SC	26318	11931	38910
PICKENS__SC	10354	36236	49049
RICHLAND__SC	108000	52469	168722
SALUDA__SC	2813	5526	8564
SPARTANBURG__SC	39997	76277	121090
SUMTER__SC	24047	18745	44086
UNION__SC	4729	7061	12092
WILLIAMSBURG__SC	9953	4864	15054
YORK__SC	41593	66754	114357
AURORA__SD	340	974	1407
BEADLE__SD	1912	4455	6772
BENNETT__SD	412	666	1149
BON_HOMME__SD	704	2105	2974
BROOKINGS__SD	4879	6748	12680
BROWN__SD	5452	9613	16114
BRULE__SD	571	1565	2288
BUFFALO__SD	296	171	490
BUTTE__SD	696	3357	4351
CAMPBELL__SD	105	704	831
CHARLES_MIX__SD	935	2382	3433
CLARK__SD	398	1139	1657
CLAY__SD	2608	2109	5069
CODINGTON__SD	3174	7764	11669
CORSON__SD	535	588	1175
CUSTER__SD	1121	3293	4721
DAVISON__SD	2355	5157	7952
DAY__SD	974	1627	2747
DEUEL__SD	570	1366	2080
DEWEY__SD	888	723	1708
DOUGLAS__SD	214	1338	1605
EDMUNDS__SD	380	1433	1918
FALL_RIVER__SD	821	2511	3563
FAULK__SD	204	858	1118
GRANT__SD	971	2382	3564
GREGORY__SD	391	1600	2091
HAAKON__SD	77	936	1044
HAMLIN__SD	555	2051	2762
HAND__SD	334	1391	1818
HANSON__SD	424	1497	2006
HARDING__SD	38	695	770
HUGHES__SD	2450	5174	8175
HUTCHINSON__SD	692	2517	3365
HYDE__SD	125	543	690
JACKSON__SD	323	722	1095
JERAULD__SD	264	648	967
JONES__SD	69	450	558
KINGSBURY__SD	703	1680	2551
LAKE__SD	2314	4038	6786
LAWRENCE__SD	3356	7411	11842
LINCOLN__SD	8076	15499	25231
LYMAN__SD	369	977	1421
MCCOOK__SD	623	1794	2587
MCPHERSON__SD	192	892	1137
MARSHALL__SD	754	1056	1947
MEADE__SD	2223	8441	11621
MELLETTE__SD	238	402	683
MINER__SD	281	706	1064
MINNEHAHA__SD	30610	42043	78263
MOODY__SD	1043	1731	2933
PENNINGTON__SD	14074	29804	47743
PERKINS__SD	188	1333	1606
POTTER__SD	215	1071	1337
ROBERTS__SD	1540	2144	3889
SANBORN__SD	241	819	1123
OGLALA_LAKOTA__SD	2510	241	2905
SPINK__SD	919	1854	2951
STANLEY__SD	329	1148	1567
SULLY__SD	137	679	861
TODD__SD	1505	487	2125
TRIPP__SD	462	2069	2630
TURNER__SD	961	2937	4150
UNION__SD	2227	5290	7897
WALWORTH__SD	457	1896	2477
YANKTON__SD	3301	5659	9623
ZIEBACH__SD	353	368	767
ANDERSON__TN	9013	19212	29881
BEDFORD__TN	3395	11486	15355
BENTON__TN	1474	4716	6328
BLEDSOE__TN	897	3622	4664
BLOUNT__TN	12100	37443	52208
BRADLEY__TN	7070	29768	38666
CAMPBELL__TN	2248	9870	12532
CANNON__TN	1127	4007	5314
CARROLL__TN	2327	7756	10384
CARTER__TN	3453	16898	21084
CHEATHAM__TN	3878	11297	15924
CHESTER__TN	1243	5081	6507
CLAIBORNE__TN	1832	8602	10740
CLAY__TN	707	2141	2920
COCKE__TN	1981	9791	12126
COFFEE__TN	4743	14417	19971
CROCKETT__TN	1303	3982	5397
CUMBERLAND__TN	5202	20413	26360
DAVIDSON__TN	148864	84550	249068
DECATUR__TN	894	3588	4592
DEKALB__TN	1569	5171	6955
DICKSON__TN	4722	13233	18699
DYER__TN	2816	10180	13336
FAYETTE__TN	5874	13055	19394
FENTRESS__TN	1100	6038	7333
FRANKLIN__TN	4374	11532	16404
GIBSON__TN	5258	13786	19547
GILES__TN	2917	7970	11137
GRAINGER__TN	1154	6626	8008
GREENE__TN	4216	18562	23583
GRUNDY__TN	999	3636	4763
HAMBLEN__TN	4075	15857	20692
HAMILTON__TN	55316	78733	142408
HANCOCK__TN	322	1843	2231
HARDEMAN__TN	4185	4919	9273
HARDIN__TN	1622	8012	9949
HAWKINS__TN	3507	16648	20774
HAYWOOD__TN	3711	3013	6834
HENDERSON__TN	1800	8138	10217
HENRY__TN	3063	9508	12945
HICKMAN__TN	1824	5695	7813
HOUSTON__TN	866	2182	3168
HUMPHREYS__TN	1967	4930	7153
JACKSON__TN	1129	3236	4466
JEFFERSON__TN	3494	14776	19072
JOHNSON__TN	988	5410	6579
KNOX__TN	62878	105767	180697
LAKE__TN	577	1357	1970
LAUDERDALE__TN	3056	4884	8087
LAWRENCE__TN	2821	12420	15666
LEWIS__TN	890	3585	4622
LINCOLN__TN	2554	10398	13348
LOUDON__TN	4919	17610	23391
MCMINN__TN	3510	14691	18755
MCNAIRY__TN	1848	7841	10038
MACON__TN	1072	6263	7504
MADISON__TN	15448	21335	38120
MARION__TN	2832	7696	10862
MARSHALL__TN	2852	8184	11455
MAURY__TN	10038	23799	35369
MEIGS__TN	856	3342	4320
MONROE__TN	3186	13374	17093
MONTGOMERY__TN	21699	32341	57620
MOORE__TN	496	2325	2926
MORGAN__TN	1054	5441	6705
OBION__TN	2426	9526	12249
OVERTON__TN	1945	6059	8229
PERRY__TN	597	2167	2855
PICKETT__TN	536	2021	2615
POLK__TN	1252	5097	6520
PUTNAM__TN	6851	19002	27212
RHEA__TN	1942	8660	11062
ROANE__TN	4837	15880	21669
ROBERTSON__TN	6637	19410	27113
RUTHERFORD__TN	36706	64515	107436
SCOTT__TN	934	6044	7123
SEQUATCHIE__TN	1053	4441	5694
SEVIER__TN	6297	28629	36312
SHELBY__TN	208992	116344	337383
SMITH__TN	1689	5494	7436
STEWART__TN	1222	3864	5299
SULLIVAN__TN	12578	46979	62278
SUMNER__TN	18161	50129	71505
TIPTON__TN	5785	16910	23481
TROUSDALE__TN	946	2103	3160
UNICOI__TN	1262	5671	7195
UNION__TN	1012	5053	6247
VAN_BUREN__TN	539	1820	2419
WARREN__TN	3535	9540	13612
WASHINGTON__TN	13024	34252	49750
WAYNE__TN	717	5036	5857
WEAKLEY__TN	2772	9008	12184
WHITE__TN	1845	7671	9825
WILLIAMSON__TN	31013	68212	106271
WILSON__TN	14385	39406	56734
ANDERSON__TX	3369	13201	16977
ANDREWS__TX	836	3927	4943
ANGELINA__TX	7538	21668	29911
ARANSAS__TX	2465	7740	10512
ARCHER__TX	394	3786	4283
ARMSTRONG__TX	70	924	1021
ATASCOSA__TX	4651	8618	13673
AUSTIN__TX	2320	9637	12274
BAILEY__TX	397	1344	1793
BANDERA__TX	1726	8163	10218
BASTROP__TX	10569	16328	28454
BAYLOR__TX	191	1267	1499
BEE__TX	3444	4744	8485
BELL__TX	37801	51998	94994
BEXAR__TX	319550	240333	589645
BLANCO__TX	1244	4212	5685
BORDEN__TX	31	330	365
BOSQUE__TX	1278	6339	7838
BOWIE__TX	8838	24924	34602
BRAZORIA__TX	43200	72791	121181
BRAZOS__TX	23121	38738	67211
BREWSTER__TX	1873	2077	4252
BRISCOE__TX	91	625	736
BROOKS__TX	1937	613	2596
BROWN__TX	1621	12017	14026
BURLESON__TX	1491	5316	6960
BURNET__TX	3797	14638	19204
CALDWELL__TX	4795	6691	12092
CALHOUN__TX	2118	4638	6965
CALLAHAN__TX	569	4865	5579
CAMERON__TX	59402	29472	92079
CAMP__TX	1260	3201	4542
CARSON__TX	249	2620	2964
CASS__TX	2391	9726	12344
CASTRO__TX	526	1414	1997
CHAMBERS__TX	2948	13339	16786
CHEROKEE__TX	3469	12919	16790
CHILDRESS__TX	253	1802	2084
CLAY__TX	536	4377	5018
COCHRAN__TX	190	679	901
COKE__TX	140	1265	1423
COLEMAN__TX	388	3177	3643
COLLIN__TX	140624	201014	361419
COLLINGSWORTH__TX	145	983	1156
COLORADO__TX	1987	6325	8513
COMAL__TX	14238	45136	62178
COMANCHE__TX	789	4333	5237
CONCHO__TX	148	885	1068
COOKE__TX	2352	13181	15955
CORYELL__TX	5064	12225	18253
COTTLE__TX	92	506	612
CRANE__TX	299	1049	1384
CROCKETT__TX	372	980	1395
CROSBY__TX	468	1181	1728
CULBERSON__TX	454	280	767
DALLAM__TX	222	1261	1544
DALLAS__TX	461080	262945	758973
DAWSON__TX	835	2636	3563
DEAF_SMITH__TX	1185	2911	4216
DELTA__TX	400	1836	2281
DENTON__TX	110890	170603	298645
DEWITT__TX	1163	5519	6844
DICKENS__TX	128	755	909
DIMMIT__TX	2173	974	3225
DONLEY__TX	191	1225	1465
DUVAL__TX	2783	1316	4168
EASTLAND__TX	776	6011	6963
ECTOR__TX	10249	25020	36530
EDWARDS__TX	303	746	1073
ELLIS__TX	16253	44941	63673
EL_PASO__TX	147843	55512	214008
ERATH__TX	2160	11210	13893
FALLS__TX	1684	3441	5248
FANNIN__TX	2132	9548	12044
FAYETTE__TX	2144	8743	11174
FISHER__TX	403	1265	1729
FLOYD__TX	435	1474	1959
FOARD__TX	113	383	513
FORT_BEND__TX	134686	117291	262066
FRANKLIN__TX	665	3585	4380
FREESTONE__TX	1471	6026	7684
FRIO__TX	2444	1856	4400
GAINES__TX	597	3907	4620
GALVESTON__TX	43658	73757	122903
GARZA__TX	230	1225	1484
GILLESPIE__TX	2288	10446	13214
GLASSCOCK__TX	34	553	604
GOLIAD__TX	973	2620	3708
GONZALES__TX	1571	4587	6334
GRAY__TX	701	6500	7405
GRAYSON__TX	10301	35325	47416
GREGG__TX	11677	28764	41749
GRIMES__TX	2194	7065	9533
GUADALUPE__TX	18391	36632	57822
HALE__TX	2101	6366	8858
HALL__TX	164	893	1091
HAMILTON__TX	479	3060	3620
HANSFORD__TX	171	1730	1947
HARDEMAN__TX	249	1207	1513
HARDIN__TX	2780	19606	22780
HARRIS__TX	707914	545955	1312112
HARRISON__TX	7151	18749	26548
HARTLEY__TX	173	1730	1952
HASKELL__TX	314	1403	1770
HAYS__TX	33224	33826	72164
HEMPHILL__TX	181	1462	1695
HENDERSON__TX	5669	23650	30045
HIDALGO__TX	118809	48642	173437
HILL__TX	2547	10108	12970
HOCKLEY__TX	1260	5809	7311
HOOD__TX	4008	21382	26262
HOPKINS__TX	2510	10707	13538
HOUSTON__TX	1978	6205	8353
HOWARD__TX	1770	6637	8723
HUDSPETH__TX	324	503	871
HUNT__TX	6396	23910	31554
HUTCHINSON__TX	854	7042	8155
IRION__TX	90	660	766
JACK__TX	314	2973	3350
JACKSON__TX	904	4266	5302
JASPER__TX	2590	10609	13419
JEFF_DAVIS__TX	422	695	1191
JEFFERSON__TX	42443	42862	87618
JIM_HOGG__TX	1635	430	2119
JIM_WELLS__TX	6694	5420	12379
JOHNSON__TX	10988	44382	57606
JONES__TX	936	4819	5960
KARNES__TX	1145	2965	4198
KAUFMAN__TX	10278	29587	41265
KENDALL__TX	3643	15700	20120
KENEDY__TX	99	84	186
KENT__TX	59	360	434
KERR__TX	4681	17727	23297
KIMBLE__TX	206	1697	1952
KING__TX	5	149	159
KINNEY__TX	458	936	1430
KLEBERG__TX	4716	4367	9512
KNOX__TX	247	1078	1367
LAMAR__TX	3583	14561	18611
LAMB__TX	771	3111	3995
LAMPASAS__TX	1483	6385	8205
LA_SALLE__TX	1129	872	2059
LAVACA__TX	1170	7347	8661
LEE__TX	1372	4997	6535
LEON__TX	909	6391	7439
LIBERTY__TX	4862	18892	24267
LIMESTONE__TX	1778	5796	7739
LIPSCOMB__TX	135	1159	1332
LIVE_OAK__TX	742	3464	4302
LLANO__TX	1825	8299	10447
LOVING__TX	4	58	65
LUBBOCK__TX	28023	65651	99013
LYNN__TX	403	1546	2009
MCCULLOCH__TX	482	2552	3103
MCLENNAN__TX	27063	48260	79075
MCMULLEN__TX	40	454	499
MADISON__TX	881	3351	4289
MARION__TX	1165	2983	4238
MARTIN__TX	266	1455	1762
MASON__TX	354	1656	2057
MATAGORDA__TX	3500	8366	12196
MAVERICK__TX	10397	2816	13588
MEDINA__TX	4634	12085	17246
MENARD__TX	154	682	864
MIDLAND__TX	10025	36973	49212
MILAM__TX	2051	6364	8664
MILLS__TX	243	1951	2245
MITCHELL__TX	354	1780	2196
MONTAGUE__TX	885	7526	8604
MONTGOMERY__TX	45835	150314	204632
MOORE__TX	1098	3977	5284
MORRIS__TX	1425	3446	4973
MOTLEY__TX	40	566	615
NACOGDOCHES__TX	6846	14771	22622
NAVARRO__TX	4002	11994	16433
NEWTON__TX	1156	4288	5534
NOLAN__TX	1029	3552	4857
NUECES__TX	49198	50766	104405
OCHILTREE__TX	274	2628	3002
OLDHAM__TX	78	850	948
ORANGE__TX	5735	25513	32000
PALO_PINTO__TX	1708	8284	10270
PANOLA__TX	1835	8445	10416
PARKER__TX	8344	46473	56817
PARMER__TX	485	1915	2466
PECOS__TX	1554	2468	4185
POLK__TX	4187	15176	19852
POTTER__TX	7657	19630	28651
PRESIDIO__TX	1458	652	2208
RAINS__TX	628	3968	4701
RANDALL__TX	8367	43462	54305
REAGAN__TX	167	709	904
REAL__TX	262	1382	1681
RED_RIVER__TX	1149	3926	5161
REEVES__TX	1659	1417	3184
REFUGIO__TX	1034	1830	2948
ROBERTS__TX	20	524	554
ROBERTSON__TX	2203	4668	7035
ROCKWALL__TX	9655	28451	39948
RUNNELS__TX	453	3250	3782
RUSK__TX	3935	14675	18994
SABINE__TX	614	3998	4651
SAN_AUGUSTINE__TX	910	2622	3569
SAN_JACINTO__TX	2038	8059	10343
SAN_PATRICIO__TX	7871	13030	21656
SAN_SABA__TX	293	2025	2357
SCHLEICHER__TX	208	821	1059
SCURRY__TX	733	4410	5289
SHACKELFORD__TX	103	1378	1504
SHELBY__TX	1758	7179	9086
SHERMAN__TX	96	807	935
SMITH__TX	22300	58930	84768
SOMERVELL__TX	541	3206	3897
STARR__TX	9289	2224	11740
STEPHENS__TX	348	3034	3461
STERLING__TX	70	549	633
STONEWALL__TX	135	555	701
SUTTON__TX	313	1075	1416
SWISHER__TX	462	1671	2204
TARRANT__TX	288392	345921	668514
TAYLOR__TX	10085	33250	45759
TERRELL__TX	140	288	438
TERRY__TX	753	2459	3355
THROCKMORTON__TX	84	715	808
TITUS__TX	2597	6511	9419
TOM_GREEN__TX	9173	27494	38479
TRAVIS__TX	308260	127209	468720
TRINITY__TX	1154	4737	5985
TYLER__TX	1248	6624	8016
UPSHUR__TX	2380	13209	16013
UPTON__TX	286	1007	1347
UVALDE__TX	3867	4835	8964
VAL_VERDE__TX	6964	5890	13617
VAN_ZANDT__TX	2799	18473	21890
VICTORIA__TX	8866	21275	31123
WALKER__TX	6091	12884	19796
WALLER__TX	5748	10531	16784
WARD__TX	783	2547	3445
WASHINGTON__TX	3382	10945	14828
WEBB__TX	42307	12947	56905
WHARTON__TX	4238	10149	14732
WHEELER__TX	194	2087	2306
WICHITA__TX	8770	27631	38119
WILBARGER__TX	809	3166	4105
WILLACY__TX	3422	1547	5095
WILLIAMSON__TX	84468	104175	203081
WILSON__TX	4790	13998	19432
WINKLER__TX	420	1403	1876
WISE__TX	3412	20670	24776
WOOD__TX	2630	15700	18727
YOAKUM__TX	426	1797	2303
YOUNG__TX	876	6601	7707
ZAPATA__TX	2063	1029	3142
ZAVALA__TX	2636	694	3396
BEAVER__UT	264	1838	2491
BOX_ELDER__UT	2282	12230	19735
CACHE__UT	8563	21139	46157
CARBON__UT	1717	5275	7952
DAGGETT__UT	77	331	474
DAVIS__UT	28776	62219	138411
DUCHESNE__UT	500	5508	6942
EMERY__UT	380	3425	4289
GARFIELD__UT	358	1606	2344
GRAND__UT	1960	1975	4533
IRON__UT	2450	11561	17654
JUAB__UT	442	2827	4177
KANE__UT	741	2265	3505
MILLARD__UT	431	3860	5242
MORGAN__UT	577	3188	5192
PIUTE__UT	47	626	729
RICH__UT	104	797	1109
SALT_LAKE__UT	175863	138043	418868
SAN_JUAN__UT	2042	2645	5447
SANPETE__UT	1061	6673	10164
SEVIER__UT	695	6740	8654
SUMMIT__UT	10503	7333	20641
TOOELE__UT	4573	11169	21829
UINTAH__UT	995	9810	12797
UTAH__UT	28522	102182	201551
WASATCH__UT	3063	6115	12120
WASHINGTON__UT	10288	42650	61963
WAYNE__UT	271	966	1421
WEBER__UT	23131	40235	85039
ADDISON__VT	11219	5297	19031
BENNINGTON__VT	9539	5925	17381
CALEDONIA__VT	6445	5534	14075
CHITTENDEN__VT	54814	18601	83418
ESSEX__VT	1019	1506	2925
FRANKLIN__VT	9351	8752	21411
GRAND_ISLE__VT	2094	1487	4110
LAMOILLE__VT	7241	3570	12762
ORANGE__VT	7541	5007	14649
ORLEANS__VT	5185	5159	12047
RUTLAND__VT	13635	12479	29619
WASHINGTON__VT	18594	7993	31086
WINDHAM__VT	14340	5454	22635
WINDSOR__VT	17556	8605	29928
ACCOMACK__VA	6740	8583	15818
ALBEMARLE__VA	33345	19259	56726
ALLEGHANY__VA	2166	4874	7325
AMELIA__VA	2128	4708	7040
AMHERST__VA	5057	9719	15396
APPOMATTOX__VA	2023	5715	8011
ARLINGTON__VA	92016	20186	121356
AUGUSTA__VA	8177	26163	36343
BATH__VA	603	1548	2253
BEDFORD_CO___VA	9768	30659	42525
BLAND__VA	453	2573	3139
BOTETOURT__VA	4494	13375	18739
BRUNSWICK__VA	4481	3046	7669
BUCHANAN__VA	1721	7296	9247
BUCKINGHAM__VA	3128	3950	7295
CAMPBELL__VA	6664	19551	27535
CAROLINE__VA	6432	7147	14863
CARROLL__VA	2559	10663	13668
CHARLES_CITY__VA	2496	1476	4107
CHARLOTTE__VA	2155	3479	5808
CHESTERFIELD__VA	81074	85045	176461
CLARKE__VA	3051	4661	8213
CRAIG__VA	541	2140	2794
CULPEPER__VA	7759	13349	22218
CUMBERLAND__VA	2036	2697	4906
DICKENSON__VA	1335	4932	6440
DINWIDDIE__VA	5765	7447	13575
ESSEX__VA	2542	2657	5408
FAIRFAX_CO___VA	355133	157710	551183
FAUQUIER__VA	12971	22127	37467
FLOYD__VA	2300	5293	8051
FLUVANNA__VA	5760	7025	13597
FRANKLIN_CO___VA	7257	18569	26971
FREDERICK__VA	11932	26083	40440
GILES__VA	1950	5910	8212
GLOUCESTER__VA	5404	13096	19619
GOOCHLAND__VA	4889	8384	14037
GRAYSON__VA	1407	5592	7285
GREENE__VA	2924	5945	9608
GREENSVILLE__VA	2558	1737	4363
HALIFAX__VA	6897	9704	17001
HANOVER__VA	19382	39630	62753
HENRICO__VA	93935	59857	163654
HENRY__VA	8198	15208	24106
HIGHLAND__VA	371	958	1391
ISLE_OF_WIGHT__VA	7881	12204	21075
JAMES_CITY__VA	19105	21306	43173
KING_AND_QUEEN__VA	1468	2099	3697
KING_GEORGE__VA	4007	7341	12059
KING_WILLIAM__VA	2760	5975	9161
LANCASTER__VA	2869	3523	6645
LEE__VA	1627	7543	9399
LOUDOUN__VA	100795	69949	183097
LOUISA__VA	6212	10528	17631
LUNENBURG__VA	2227	3204	5586
MADISON__VA	2203	4419	6979
MATHEWS__VA	1563	3517	5311
MECKLENBURG__VA	6285	8288	14945
MIDDLESEX__VA	2108	3670	6017
MONTGOMERY__VA	20021	19459	43031
NELSON__VA	3689	4154	8318
NEW_KENT__VA	3546	8118	12242
NORTHAMPTON__VA	3255	2686	6172
NORTHUMBERLAND__VA	2852	4302	7398
NOTTOWAY__VA	2829	3712	6744
ORANGE__VA	5957	10521	17270
PAGE__VA	2514	7831	10740
PATRICK__VA	1768	6454	8525
PITTSYLVANIA__VA	9199	21554	31598
POWHATAN__VA	4060	11885	16900
PRINCE_EDWARD__VA	4591	4101	9143
PRINCE_GEORGE__VA	6419	9157	16184
PRINCE_WILLIAM__VA	113144	71721	196538
PULASKI__VA	4172	10322	15167
RAPPAHANNOCK__VA	1747	2539	4483
RICHMOND_CO___VA	1347	2213	3661
ROANOKE_CO___VA	24567	35110	63519
ROCKBRIDGE__VA	3508	6680	10795
ROCKINGHAM__VA	9366	25990	37487
RUSSELL__VA	2330	9521	12246
SCOTT__VA	1581	8247	10100
SHENANDOAH__VA	5273	14094	20513
SMYTH__VA	2665	9750	12890
SOUTHAMPTON__VA	3595	5035	8878
SPOTSYLVANIA__VA	24207	34623	62562
STAFFORD__VA	27908	33868	65934
SURRY__VA	2272	1819	4228
SUSSEX__VA	2879	2055	5044
TAZEWELL__VA	2895	15168	18566
WARREN__VA	5169	11773	17960
WASHINGTON__VA	5553	19320	25847
WESTMORELAND__VA	3836	4448	8574
WISE__VA	2701	12086	15163
WYTHE__VA	2770	10046	13343
YORK__VA	12999	18837	34118
ALEXANDRIA__VA	57242	13285	75770
BRISTOL__VA	1835	4892	7032
BUENA_VISTA__VA	693	1430	2407
CHARLOTTESVILLE__VA	17901	2960	22472
CHESAPEAKE__VA	52627	54047	112705
COLONIAL_HEIGHTS__VA	2367	5681	8457
COVINGTON__VA	914	1349	2382
DANVILLE__VA	11059	7303	18952
EMPORIA__VA	1530	789	2367
FALLS_CHURCH__VA	5819	1324	7757
FRANKLIN__VA	2519	1421	4070
FREDERICKSBURG__VA	6707	3744	11264
GALAX__VA	681	1603	2376
HAMPTON__VA	41312	17902	62356
HARRISONBURG__VA	10212	6262	17993
HOPEWELL__VA	4724	3885	9008
LEXINGTON__VA	1514	766	2465
LYNCHBURG__VA	14792	17982	35671
MANASSAS__VA	8423	5953	15411
MANASSAS_PARK__VA	3204	1733	5232
MARTINSVILLE__VA	3533	2149	5907
NEWPORT_NEWS__VA	45618	25468	75715
NORFOLK__VA	57023	21552	83388
NORTON__VA	383	1021	1460
PETERSBURG__VA	12021	1451	13786
POQUOSON__VA	1601	5092	7177
PORTSMOUTH__VA	28497	12795	43265
RADFORD__VA	2925	2638	6085
RICHMOND__VA	81259	15581	103484
ROANOKE__VA	22286	14789	39466
SALEM__VA	4202	7226	12225
STAUNTON__VA	5333	5133	11255
SUFFOLK__VA	23280	18006	43240
VIRGINIA_BEACH__VA	91032	98224	203262
WAYNESBORO__VA	3764	4801	9204
WILLIAMSBURG__VA	5206	1925	7626
WINCHESTER__VA	5164	4790	10667
ADAMS__WA	1299	3083	4644
ASOTIN__WA	3134	5741	9736
BENTON__WA	26360	47194	80027
CHELAN__WA	13032	18114	33380
CLALLAM__WA	17677	18794	39457
CLARK__WA	92757	92441	200160
COLUMBIA__WA	526	1497	2182
COWLITZ__WA	17908	24185	45692
DOUGLAS__WA	4918	9603	15543
FERRY__WA	1098	2202	3601
FRANKLIN__WA	8886	13206	23720
GARFIELD__WA	279	851	1246
GRANT__WA	7810	18518	28346
GRAYS_HARBOR__WA	12020	14067	28367
ISLAND__WA	20960	18465	42876
JEFFERSON__WA	12656	6037	20276
KING__WA	718322	216339	998499
KITSAP__WA	63156	49018	124317
KITTITAS__WA	7489	10100	18955
KLICKITAT__WA	4194	5789	10769
LEWIS__WA	9654	21992	34149
LINCOLN__WA	1244	4108	5713
MASON__WA	11993	13677	28073
OKANOGAN__WA	6298	9610	17091
PACIFIC__WA	4620	5360	10716
PEND_OREILLE__WA	1934	4373	6802
PIERCE__WA	172538	146824	348485
SAN_JUAN__WA	7172	2688	10774
SKAGIT__WA	26690	24736	55968
SKAMANIA__WA	2232	2928	5639
SNOHOMISH__WA	185227	128255	342173
SPOKANE__WA	93767	113435	227246
STEVENS__WA	5767	15161	22677
THURSTON__WA	68798	48624	129410
WAHKIAKUM__WA	832	1344	2358
WALLA_WALLA__WA	9694	13651	25419
WHATCOM__WA	60340	40599	109673
WHITMAN__WA	8146	7403	17305
YAKIMA__WA	31291	41735	77750
BARBOUR__WV	1222	4527	6054
BERKELEY__WV	12321	28244	42850
BOONE__WV	1790	6504	8683
BRAXTON__WV	1321	3537	5090
BROOKE__WV	2568	6625	9613
CABELL__WV	11447	19850	33085
CALHOUN__WV	456	2035	2617
CLAY__WV	568	2300	2972
DODDRIDGE__WV	362	2358	2840
FAYETTE__WV	4290	10357	15337
GILMER__WV	545	1896	2543
GRANT__WV	512	4346	4956
GREENBRIER__WV	3765	9556	14066
HAMPSHIRE__WV	1580	6692	8608
HANCOCK__WV	3262	8909	12702
HARDY__WV	1155	4274	5643
HARRISON__WV	7694	18750	27960
JACKSON__WV	2663	9020	12187
JEFFERSON__WV	9518	13204	24147
KANAWHA__WV	28263	43850	75690
LEWIS__WV	1347	5274	6928
LINCOLN__WV	1459	5307	7066
LOGAN__WV	2092	9897	12359
MCDOWELL__WV	1438	4629	6203
MARION__WV	6964	14668	23029
MARSHALL__WV	2918	9666	13216
MASON__WV	2081	7654	10186
MERCER__WV	4704	17404	22982
MINERAL__WV	2050	9070	11564
MINGO__WV	1370	7911	9510
MONONGALIA__WV	14699	18432	36048
MONROE__WV	1111	4443	5805
MORGAN__WV	1573	5732	7654
NICHOLAS__WV	1840	7251	9491
OHIO__WV	5493	11139	17938
PENDLETON__WV	729	2398	3225
PLEASANTS__WV	621	2358	3150
POCAHONTAS__WV	928	2496	3646
PRESTON__WV	2470	9538	12659
PUTNAM__WV	5884	17788	24893
RALEIGH__WV	6443	22048	29618
RANDOLPH__WV	2735	7629	10876
RITCHIE__WV	496	3405	4075
ROANE__WV	1222	3781	5247
SUMMERS__WV	1190	3455	4862
TAYLOR__WV	1491	4733	6538
TUCKER__WV	751	2565	3475
TYLER__WV	507	2996	3654
UPSHUR__WV	1766	7005	9218
WAYNE__WV	3357	11152	15182
WEBSTER__WV	556	2302	2978
WETZEL__WV	1359	4519	6265
WIRT__WV	386	1911	2422
WOOD__WV	8400	25434	35615
WYOMING__WV	1062	6547	7831
ADAMS__WI	3770	5983	10164
ASHLAND__WI	4228	3302	8029
BARRON__WI	7879	13606	22643
BAYFIELD__WI	4954	4125	9529
BROWN__WI	53364	67199	128979
BUFFALO__WI	2531	4049	6988
BURNETT__WI	2948	5412	8743
CALUMET__WI	9646	15348	26650
CHIPPEWA__WI	11886	17909	31561
CLARK__WI	4227	8646	13596
COLUMBIA__WI	13526	14160	29771
CRAWFORD__WI	3425	3844	7744
DANE__WI	217526	71279	310017
DODGE__WI	13968	26643	43065
DOOR__WI	8026	8584	17608
