_PARTIES	Democratic	Republican	Total
_COLORS	Blue	Red
Delaware	248404	166852	425784
Indiana	1235503	1397396	2719968
Missouri	1277360	1433397	2803046
Montana	255933	236115	509360
New Hampshire	337589	354040	724863
North Carolina	2309162	2298881	4711021
North Dakota	65855	259863	339601
Oregon	985027	845609	1946046
Utah	323349	750850	1125035
Vermont	139253	166817	315295
Washington	1760520	1476346	3245282
West Virginia	350408	301987	713858
