_PARTIES	Democratic	Republican	Total
_COLORS	Blue	Red
Delaware	275993	113793	398029
Indiana	1200016	1275424	2577329
Missouri	1494056	1160265	2727883
Montana	236450	228879	483489
New Hampshire	295026	278934	693877
North Carolina	1931580	2440707	4468295
North Dakota	109048	200525	317814
Utah	277622	688592	1006524
Vermont	170749	110940	295412
Washington	1582802	1488245	3079639
West Virginia	335468	303291	664455
Wisconsin	1164480	1335585	2516065
